"Time","Memory Requested","Memory Used"
1713364020000,11351192448,15195734016
1713364050000,11351192448,15538610176
1713364080000,11351192448,15712657408
1713364110000,11351192448,15369699328
1713364140000,11351192448,15842381824
1713364170000,11351192448,15958601728
1713364200000,11351192448,15697768448
1713364230000,11351192448,15450103808
1713364260000,11351192448,15465684992
1713364290000,11351192448,14074597376
1713364320000,11351192448,14058557440
1713364350000,11351192448,14190796800
1713364380000,11351192448,14214160384
1713364410000,11351192448,14272790528
1713364440000,11351192448,14071164928
1713364470000,11351192448,13977260032
1713364500000,11351192448,14029832192
1713364530000,11351192448,14285697024
1713364560000,11351192448,14475812864
1713364590000,11351192448,14484295680
1713364620000,11351192448,14168596480
1713364650000,11351192448,13904863232
1713364680000,11351192448,14014537728
1713364710000,11351192448,14095454208
1713364740000,11351192448,14015705088
1713364770000,11351192448,14043213824
1713364800000,11351192448,14049947648
1713364830000,11351192448,14072700928
1713364860000,11351192448,14158704640
1713364890000,11351192448,14374875136
1713364920000,13951192448,14559838208
1713364950000,13951192448,15095746560
1713364980000,13951192448,15662014464
1713365010000,13951192448,16649433088
1713365040000,13951192448,16500838400
1713365070000,13951192448,16546557952
1713365100000,13951192448,16539029504
1713365130000,13951192448,16490352640
1713365160000,13951192448,16494317568
1713365190000,13951192448,16489156608
1713365220000,13951192448,16464138240
1713365250000,11351192448,16454049792
1713365280000,11351192448,16385052672
1713365310000,11351192448,16382189568
1713365340000,8751192448,16345780224
1713365370000,8751192448,16332283904
1713365400000,8751192448,16335798272
1713365430000,8751192448,16331239424
1713365460000,8751192448,16318607360
1713365490000,8751192448,16301006848
1713365520000,8751192448,14320697344
1713365550000,8751192448,14309171200
1713365580000,8751192448,14325616640
1713365610000,8751192448,11456184320
1713365640000,8751192448,11461185536
1713365670000,8751192448,11428200448
1713365700000,8751192448,11439419392
1713365730000,8751192448,11434815488
1713365760000,8751192448,11435532288
1713365790000,8751192448,11417415680
1713365820000,8751192448,11426553856
1713365850000,8751192448,11435810816
1713365880000,8751192448,11426258944
1713365910000,8751192448,11433316352
1713365940000,8751192448,11439579136
1713365970000,8751192448,11442081792
1713366000000,13951192448,11305934848
1713366030000,13951192448,12847521792
1713366060000,15951192448,13575598080
1713366090000,15951192448,16167968768
1713366120000,26351192448,17571418112
1713366150000,26351192448,18692853760
1713366180000,26351192448,19046875136
1713366210000,26351192448,21233811456
1713366240000,26351192448,21540872192
1713366270000,26351192448,21661880320
1713366300000,26351192448,21656313856
1713366330000,26351192448,21725667328
1713366360000,26351192448,21364051968
1713366390000,26351192448,22641332224
1713366420000,26351192448,23635017728
1713366450000,31551192448,25980043264
1713366480000,29551192448,28120784896
1713366510000,29551192448,29958107136
1713366540000,29551192448,32860532736
1713366570000,29551192448,33430687744
1713366600000,29551192448,34103816192
1713366630000,29551192448,33829507072
1713366660000,29551192448,33739264000
1713366690000,29551192448,33089331200
1713366720000,29551192448,33184321536
1713366750000,29551192448,32438231040
1713366780000,29551192448,32843341824
1713366810000,29551192448,31888719872
1713366840000,29551192448,31672483840
1713366870000,29551192448,31525752832
1713366900000,29551192448,31628095488
1713366930000,24351192448,31577190400
1713366960000,24351192448,31610068992
1713366990000,24351192448,31747944448
1713367020000,24351192448,32071626752
1713367050000,24351192448,32152260608
1713367080000,24351192448,32610758656
1713367110000,24351192448,31886778368
1713367140000,24351192448,31981129728
1713367170000,24351192448,32213917696
1713367200000,24351192448,27703762944
1713367230000,24351192448,27389018112
1713367260000,24351192448,26872586240
1713367290000,24351192448,27097845760
1713367320000,24351192448,27178090496
1713367350000,24351192448,27352268800
1713367380000,24351192448,27466481664
1713367410000,24351192448,27493724160
1713367440000,24351192448,27304570880
1713367470000,24351192448,27117588480
1713367500000,24351192448,27021086720
1713367530000,24351192448,27157635072
1713367560000,24351192448,27271229440
1713367590000,19151192448,27315089408
1713367620000,19151192448,27141222400
1713367650000,19151192448,27074625536
1713367680000,29551192448,26981445632
1713367710000,29551192448,27139186688
1713367740000,29551192448,27497684992
1713367770000,29551192448,27540209664
1713367800000,29551192448,27774447616
1713367830000,29551192448,28863086592
1713367860000,29551192448,25808306176
1713367890000,29551192448,26112012288
1713367920000,29551192448,27011706880
1713367950000,29551192448,27694481408
1713367980000,31551192448,28163584000
1713368010000,31551192448,28641574912
1713368040000,31551192448,29534208000
1713368070000,31551192448,29747527680
1713368100000,23751192448,30354894848
1713368130000,23751192448,30309720064
1713368160000,23751192448,29702057984
1713368190000,23751192448,29750022144
1713368220000,21151192448,28860186624
1713368250000,21151192448,28373598208
1713368280000,18551192448,28471595008
1713368310000,18551192448,28472074240
1713368340000,18551192448,28023922688
1713368370000,21151192448,26226003968
1713368400000,26351192448,27897425920
1713368430000,26351192448,28728532992
1713368460000,26351192448,31272132608
1713368490000,26351192448,28673060864
1713368520000,26351192448,29008809984
1713368550000,26351192448,26301726720
1713368580000,26351192448,26572587008
1713368610000,26351192448,25979322368
1713368640000,26351192448,23333072896
1713368670000,26351192448,24166453248
1713368700000,29551192448,24184754176
1713368730000,29551192448,26471198720
1713368760000,29551192448,29304733696
1713368790000,29551192448,29882511360
1713368820000,29551192448,30255255552
1713368850000,29551192448,30181609472
1713368880000,29551192448,31007723520
1713368910000,29551192448,32288841728
1713368940000,29551192448,32262234112
1713368970000,29551192448,30791753728
1713369000000,29551192448,30621044736
1713369030000,29551192448,30166835200
1713369060000,18551192448,29935775744
1713369090000,18551192448,30337687552
1713369120000,18551192448,31077859328
1713369150000,18551192448,31257366528
1713369180000,18551192448,31280721920
1713369210000,15951192448,31269236736
1713369240000,15951192448,31250882560
1713369270000,15951192448,31166947328
1713369300000,15951192448,31126011904
1713369330000,15951192448,20529913856
1713369360000,10751192448,20533755904
1713369390000,10751192448,20546297856
1713369420000,10751192448,20443123712
1713369450000,10751192448,20525060096
1713369480000,10751192448,17927602176
1713369510000,10751192448,17972338688
1713369540000,10751192448,18101915648
1713369570000,10751192448,18122043392
1713369600000,10751192448,18264662016
1713369630000,13351192448,13099380736
1713369660000,13351192448,13647511552
1713369690000,13351192448,14153945088
1713369720000,13351192448,15030194176
1713369750000,13351192448,14796541952
1713369780000,13351192448,14859018240
1713369810000,13351192448,15255326720
1713369840000,13351192448,15309701120
1713369870000,13351192448,15343820800
1713369900000,13351192448,15446163456
1713369930000,13351192448,15590690816
1713369960000,13351192448,15539593216
1713369990000,13351192448,15913132032
1713370020000,11351192448,15775883264
1713370050000,11351192448,15339200512
1713370080000,13351192448,15737569280
1713370110000,13351192448,16259457024
1713370140000,13351192448,16464949248
1713370170000,13351192448,16568913920
1713370200000,13351192448,16595013632
1713370230000,13351192448,16669298688
1713370260000,13351192448,16719790080
1713370290000,13351192448,15157395456
1713370320000,13351192448,14998163456
1713370350000,13351192448,15057125376
1713370380000,13351192448,15360966656
1713370410000,13351192448,15375683584
1713370440000,11351192448,15506051072
1713370470000,11351192448,15383773184
1713370500000,11351192448,15070011392
1713370530000,11351192448,15115444224
1713370560000,11351192448,15163166720
1713370590000,11351192448,15155453952
1713370620000,11351192448,15278690304
1713370650000,11351192448,15234097152
1713370680000,11351192448,15338385408
1713370710000,11351192448,14069571584
1713370740000,13351192448,14450159616
1713370770000,13351192448,15593689088
1713370800000,15951192448,15639621632
1713370830000,15951192448,16631062528
1713370860000,15951192448,17829249024
1713370890000,15951192448,18018467840
1713370920000,15951192448,18023190528
1713370950000,15951192448,18004508672
1713370980000,15951192448,17932746752
1713371010000,15951192448,17935028224
1713371040000,15951192448,17928122368
1713371070000,15951192448,17901973504
1713371100000,15951192448,17868673024
1713371130000,13351192448,17847652352
1713371160000,13351192448,17830313984
1713371190000,10751192448,17107734528
1713371220000,10751192448,17126481920
1713371250000,10751192448,17101352960
1713371280000,10751192448,17120665600
1713371310000,10751192448,17098645504
1713371340000,10751192448,17110212608
1713371370000,10751192448,17106780160
1713371400000,8751192448,14942490624
1713371430000,8751192448,14919532544
1713371460000,8751192448,12087160832
1713371490000,8751192448,12096376832
1713371520000,8751192448,12083159040
1713371550000,8751192448,12132577280
1713371580000,8751192448,12132855808
1713371610000,8751192448,12090511360
1713371640000,8751192448,12092162048
1713371670000,8751192448,10848313344
1713371700000,8751192448,10861330432
1713371730000,8751192448,10863861760
1713371760000,8751192448,10871177216
1713371790000,8751192448,10898968576
1713371820000,8751192448,10893049856
1713371850000,8751192448,10917224448
1713371880000,8751192448,10916450304
1713371910000,8751192448,10869133312
1713371940000,8751192448,10921758720
1713371970000,8751192448,11218608128
1713372000000,8751192448,11323457536
1713372030000,8751192448,11109609472
1713372060000,8751192448,11062132736
1713372090000,8751192448,11036676096
1713372120000,8751192448,11039367168
1713372150000,8751192448,11044515840
1713372180000,8751192448,11049140224
1713372210000,8751192448,11027103744
1713372240000,8751192448,11023835136
1713372270000,8751192448,11249299456
1713372300000,8751192448,11364638720
1713372330000,8751192448,11528818688
1713372360000,11351192448,11625480192
1713372390000,11351192448,12114874368
1713372420000,11351192448,13490253824
1713372450000,11351192448,13519933440
1713372480000,11351192448,13487886336
1713372510000,11351192448,13722476544
1713372540000,11351192448,13868220416
1713372570000,11351192448,14061658112
1713372600000,11351192448,14067511296
1713372630000,11351192448,14002864128
1713372660000,11351192448,14034993152
1713372690000,11351192448,13736706048
1713372720000,8751192448,13713809408
1713372750000,8751192448,13740625920
1713372780000,8751192448,13731311616
1713372810000,8751192448,13829083136
1713372840000,8751192448,13976539136
1713372870000,8751192448,13990653952
1713372900000,8751192448,13929906176
1713372930000,8751192448,13922729984
1713372960000,8751192448,13965578240
1713372990000,10751192448,11441266688
1713373020000,10751192448,11915055104
1713373050000,10751192448,12539772928
1713373080000,10751192448,12605108224
1713373110000,10751192448,12734951424
1713373140000,10751192448,12816281600
1713373170000,10751192448,12865232896
1713373200000,10751192448,12822740992
1713373230000,10751192448,13423783936
1713373260000,10751192448,13008523264
1713373290000,10751192448,13020160000
1713373320000,10751192448,13055275008
1713373350000,10751192448,13073489920
1713373380000,10751192448,12584329216
1713373410000,10751192448,12581224448
1713373440000,10751192448,12575969280
1713373470000,10751192448,12592209920
1713373500000,10751192448,12516888576
1713373530000,10751192448,12523024384
1713373560000,10751192448,12512702464
1713373590000,8751192448,12523053056
1713373620000,8751192448,12459593728
1713373650000,8751192448,12562616320
1713373680000,8751192448,12589436928
1713373710000,8751192448,12574208000
1713373740000,8751192448,12568178688
1713373770000,8751192448,12583854080
1713373800000,8751192448,12584030208
1713373830000,8751192448,12624879616
1713373860000,8751192448,11330158592
1713373890000,8751192448,11332546560
1713373920000,8751192448,11416875008
1713373950000,8751192448,11486199808
1713373980000,8751192448,11570704384
1713374010000,8751192448,11577651200
1713374040000,8751192448,11486625792
1713374070000,8751192448,11292856320
1713374100000,8751192448,11287748608
1713374130000,8751192448,11194601472
1713374160000,8751192448,11195961344
1713374190000,8751192448,11084046336
1713374220000,8751192448,11171594240
1713374250000,8751192448,11172519936
1713374280000,8751192448,11202183168
1713374310000,8751192448,11274399744
1713374340000,8751192448,11221889024
1713374370000,8751192448,11196612608
1713374400000,8751192448,11148906496
1713374430000,8751192448,11183087616
1713374460000,8751192448,11090239488
1713374490000,8751192448,11008569344
1713374520000,8751192448,11128193024
1713374550000,8751192448,11141283840
1713374580000,8751192448,10972774400
1713374610000,8751192448,10999934976
1713374640000,8751192448,10997067776
1713374670000,8751192448,11030933504
1713374700000,8751192448,11044052992
1713374730000,8751192448,11077779456
1713374760000,8751192448,11046473728
1713374790000,8751192448,11047178240
1713374820000,8751192448,11016491008
1713374850000,8751192448,10989010944
1713374880000,8751192448,11004628992
1713374910000,10751192448,11029041152
1713374940000,10751192448,11602911232
1713374970000,10751192448,12271222784
1713375000000,10751192448,12489175040
1713375030000,10751192448,12674805760
1713375060000,10751192448,12674752512
1713375090000,10751192448,12644106240
1713375120000,10751192448,12612022272
1713375150000,10751192448,12711612416
1713375180000,10751192448,12781907968
1713375210000,10751192448,12687474688
1713375240000,10751192448,12721909760
1713375270000,10751192448,12810346496
1713375300000,10751192448,12824571904
1713375330000,10751192448,12926914560
1713375360000,10751192448,12701908992
1713375390000,10751192448,12657995776
1713375420000,10751192448,12545822720
1713375450000,10751192448,12521488384
1713375480000,10751192448,12524351488
1713375510000,10751192448,12578287616
1713375540000,10751192448,12522385408
1713375570000,10751192448,12582760448
1713375600000,10751192448,12530978816
1713375630000,10751192448,12589600768
1713375660000,10751192448,12363681792
1713375690000,10751192448,12357599232
1713375720000,10751192448,12203491328
1713375750000,10751192448,12303372288
1713375780000,10751192448,12401963008
1713375810000,10751192448,12521869312
1713375840000,8751192448,12236464128
1713375870000,8751192448,12252254208
1713375900000,8751192448,12213284864
1713375930000,8751192448,12196540416
1713375960000,8751192448,12223721472
1713375990000,8751192448,12235804672
1713376020000,8751192448,12217442304
1713376050000,8751192448,12182843392
1713376080000,8751192448,12242010112
1713376110000,8751192448,11138875392
1713376140000,8751192448,11092578304
1713376170000,8751192448,11214430208
1713376200000,8751192448,11216855040
1713376230000,8751192448,11204763648
1713376260000,8751192448,11187122176
1713376290000,8751192448,11184906240
1713376320000,8751192448,11169267712
1713376350000,8751192448,11098292224
1713376380000,8751192448,11104665600
1713376410000,8751192448,11054678016
1713376440000,8751192448,11048906752
1713376470000,8751192448,11056517120
1713376500000,8751192448,11034718208
1713376530000,8751192448,11029020672
1713376560000,8751192448,11020939264
1713376590000,8751192448,11023065088
1713376620000,8751192448,11002462208
1713376650000,8751192448,11012481024
1713376680000,8751192448,10985672704
1713376710000,8751192448,10993524736
1713376740000,8751192448,10985336832
1713376770000,8751192448,10978131968
1713376800000,8751192448,10967982080
1713376830000,8751192448,11008159744
1713376860000,8751192448,10997223424
1713376890000,8751192448,10994237440
1713376920000,8751192448,11007209472
1713376950000,8751192448,11012112384
1713376980000,8751192448,11015110656
1713377010000,8751192448,11018076160
1713377040000,8751192448,10992496640
1713377070000,8751192448,11006640128
1713377100000,8751192448,10967609344
1713377130000,8751192448,10932006912
1713377160000,8751192448,10939846656
1713377190000,8751192448,10950590464
1713377220000,8751192448,10930171904
1713377250000,11351192448,11374399488
1713377280000,11351192448,11720581120
1713377310000,11351192448,13374533632
1713377340000,16551192448,13659475968
1713377370000,16551192448,14727315456
1713377400000,16551192448,16256004096
1713377430000,16551192448,17433071616
1713377460000,16551192448,17432215552
1713377490000,16551192448,17640693760
1713377520000,16551192448,17611137024
1713377550000,16551192448,17681805312
1713377580000,16551192448,17610989568
1713377610000,16551192448,17887191040
1713377640000,16551192448,18515558400
1713377670000,16551192448,18863464448
1713377700000,19151192448,19309735936
1713377730000,24351192448,20476772352
1713377760000,24351192448,22417481728
1713377790000,24351192448,25521938432
1713377820000,24351192448,25633222656
1713377850000,24351192448,25484877824
1713377880000,24351192448,25942351872
1713377910000,24351192448,26046615552
1713377940000,24351192448,26143137792
1713377970000,24351192448,26020061184
1713378000000,24351192448,25980313600
1713378030000,24351192448,26094845952
1713378060000,11351192448,26012377088
1713378090000,11351192448,26024833024
1713378120000,11351192448,26068496384
1713378150000,11351192448,26132434944
1713378180000,11351192448,26252664832
1713378210000,8751192448,26270306304
1713378240000,11351192448,25948647424
1713378270000,11351192448,26639196160
1713378300000,11351192448,27334299648
1713378330000,11351192448,15962054656
1713378360000,11351192448,16083906560
1713378390000,11351192448,16138240000
1713378420000,11351192448,16209424384
1713378450000,11351192448,16290758656
1713378480000,11351192448,13650092032
1713378510000,11351192448,13684625408
1713378540000,11351192448,13736583168
1713378570000,11351192448,13565394944
1713378600000,8751192448,13466533888
1713378630000,8751192448,13493633024
1713378660000,8751192448,13515792384
1713378690000,8751192448,13521674240
1713378720000,8751192448,13470150656
1713378750000,8751192448,13492944896
1713378780000,11351192448,13920284672
1713378810000,11351192448,14591176704
1713378840000,11351192448,15536463872
1713378870000,11351192448,13433106432
1713378900000,11351192448,13594656768
1713378930000,11351192448,13745963008
1713378960000,11351192448,13797175296
1713378990000,11351192448,13985382400
1713379020000,11351192448,14011576320
1713379050000,11351192448,13824135168
1713379080000,11351192448,13819813888
1713379110000,8751192448,13918736384
1713379140000,8751192448,13790871552
1713379170000,8751192448,13255581696
1713379200000,8751192448,13233233920
1713379230000,8751192448,13399281664
1713379260000,8751192448,13476667392
1713379290000,8751192448,13522833408
1713379320000,8751192448,13584887808
1713379350000,8751192448,13618626560
1713379380000,8751192448,11278934016
1713379410000,8751192448,11197775872
1713379440000,8751192448,11157078016
1713379470000,8751192448,11117772800
1713379500000,11351192448,11280941056
1713379530000,11351192448,11641016320
1713379560000,11351192448,12474847232
1713379590000,11351192448,13498753024
1713379620000,11351192448,13559685120
1713379650000,11351192448,13813694464
1713379680000,11351192448,13753442304
1713379710000,11351192448,13596758016
1713379740000,11351192448,13509251072
1713379770000,11351192448,13492391936
1713379800000,11351192448,13407272960
1713379830000,11351192448,13324972032
1713379860000,8751192448,13411143680
1713379890000,8751192448,13279248384
1713379920000,8751192448,13259534336
1713379950000,8751192448,13294170112
1713379980000,8751192448,13307072512
1713380010000,8751192448,13285203968
