* Environment:                2k
* Environment Version:        16.2.4 `deac0811459`
* Option:                     60s_40rps
* Date:                       2024-04-12
* Run Time:                   1h 13m 4.66s (Start: 16:23:51 UTC, End: 17:36:56 UTC)
* GPT Version:                v2.13.0

❯ Overall Results Score: 95.72%

NAME                                                     | RPS  | RPS RESULT         | TTFB AVG  | TTFB P90             | REQ STATUS     | RESULT  
web_project_merge_requests                               | 4/s  | 3.91/s (>3.20/s)   | 408.68ms  | 442.37ms (<900ms)    | 100.00% (>99%) | Passed¹ 
web_project_merge_requests_search                        | 4/s  | 3.91/s (>3.20/s)   | 442.91ms  | 484.40ms (<700ms)    | 100.00% (>99%) | Passed¹ 
web_project_pipelines                                    | 4/s  | 3.93/s (>2.56/s)   | 362.04ms  | 475.27ms (<600ms)    | 100.00% (>99%) | Passed¹ 
web_project_pipelines_pipeline                           | 4/s  | 3.9/s (>3.20/s)    | 453.78ms  | 1023.39ms (<2500ms)  | 100.00% (>99%) | Passed¹ 
web_project_repository_compare                           | 4/s  | 1.07/s (>0.16/s)   | 3416.03ms | 4006.99ms (<7500ms)  | 100.00% (>99%) | Passed¹ 
web_project_tags                                         | 4/s  | 3.68/s (>2.56/s)   | 779.66ms  | 818.54ms (<1500ms)   | 100.00% (>99%) | Passed¹ 
web_user                                                 | 4/s  | 3.96/s (>1.92/s)   | 297.25ms  | 411.79ms (<4000ms)   | 100.00% (>99%) | Passed  

¹ Result covers endpoint(s) that have known issue(s). Threshold(s) have been adjusted to compensate.
² Failure may not be clear from summary alone. Refer to the individual test's full output for further debugging.
