Name,RPS,RPS Result,RPS Threshold,TTFB Avg (ms),TTFB P90 (ms),TTFB P90 Threshold (ms),TTFB P95 (ms),Req Status,Req Status Threshold,Result
api_v4_projects_project,40,39.51,32.00,128.23,150.61,200,161.63,100.00,99,Passed
api_v4_projects_project_pipelines,40,39.67,32.00,79.80,95.63,200,101.06,100.00,99,Passed
api_v4_projects_project_pipelines_pipeline,40,39.62,32.00,80.27,96.53,200,102.50,100.00,99,Passed
api_v4_projects_project_pipelines_pipeline_jobs,40,34.14,6.40,1045.58,1258.10,2000,1332.80,100.00,99,Passed
api_v4_projects_project_services,40,39.84,32.00,53.53,64.93,200,70.40,100.00,99,Passed
api_v4_projects_releases,40,39.07,32.00,119.71,135.13,200,150.48,100.00,99,Passed
api_v4_projects_repository_branches,40,39.55,32.00,63.31,77.29,200,93.63,100.00,99,Passed
api_v4_projects_repository_branches_branch,40,39.6,32.00,113.60,130.35,200,140.84,100.00,99,Passed
api_v4_projects_repository_branches_search,40,39.63,32.00,58.73,69.56,200,74.31,100.00,99,Passed
api_v4_projects_repository_commits,40,39.61,32.00,102.51,121.91,200,127.86,100.00,99,Passed
api_v4_projects_repository_commits_commit,40,39.61,32.00,97.75,114.52,200,120.07,100.00,99,Passed
api_v4_projects_repository_commits_commit_diff,40,35.25,32.00,980.19,2435.06,200,3335.83,99.81,99,FAILED
api_v4_projects_repository_compare,40,39.39,32.00,92.36,104.45,200,112.57,100.00,99,Passed
api_v4_projects_repository_files_file,40,39.66,32.00,103.45,119.13,200,129.66,100.00,99,Passed
api_v4_projects_repository_files_file_blame,40,4.85,0.32,7602.07,8843.00,35000,9152.73,100.00,15,Passed
api_v4_projects_repository_files_file_raw,40,39.65,32.00,107.06,125.26,200,134.38,100.00,99,Passed
api_v4_projects_repository_tags,40,39.54,32.00,118.65,135.51,200,143.80,100.00,99,Passed
api_v4_projects_repository_tree,40,39.58,32.00,106.28,124.06,200,134.07,100.00,99,Passed
api_v4_user,40,39.72,32.00,56.85,67.65,200,72.68,100.00,99,Passed
api_v4_users,40,39.76,32.00,70.05,84.14,300,88.12,100.00,99,Passed
git_clone,2,1.72,0.05,136.75,179.90,800,203.44,100.00,99,Passed
git_ls_remote,4,4.01,3.20,78.01,87.24,200,116.23,100.00,99,Passed
git_pull,4,3.99,3.20,120.73,171.62,400,188.42,100.00,99,Passed
web_group,4,3.97,3.20,231.63,273.11,500,319.32,100.00,99,Passed
web_group_issues,4,3.96,3.20,248.93,273.59,500,308.71,100.00,99,Passed
web_group_merge_requests,4,3.88,3.20,406.94,445.40,800,475.79,100.00,99,Passed
web_project,4,3.87,3.20,393.25,435.48,800,501.33,100.00,99,Passed
web_project_branches,4,3.79,3.20,549.64,602.65,900,656.26,100.00,99,Passed
web_project_branches_search,4,3.59,3.20,939.75,1014.94,1600,1069.44,100.00,99,Passed
web_project_commit,4,3.82,1.28,656.86,1858.27,3500,1930.46,100.00,99,Passed
web_project_commits,4,3.81,3.20,591.90,651.43,1000,689.94,100.00,99,Passed
web_project_file_blame,4,1.61,0.64,2185.63,2307.72,2400,3026.49,100.00,99,Passed
web_project_file_rendered,4,3.34,2.56,767.78,658.69,1700,1540.07,100.00,99,Passed
web_project_file_source,4,3.79,1.28,777.27,1034.84,4000,1790.63,99.56,99,Passed
web_project_files,4,3.94,3.20,221.02,367.88,1200,410.94,100.00,99,Passed
web_project_issue,4,3.93,3.20,328.08,575.87,2000,629.21,100.00,99,Passed
web_project_issues,4,3.97,3.20,274.81,313.96,700,326.81,100.00,99,Passed
web_project_issues_search,4,3.97,3.20,277.28,310.23,700,326.57,100.00,99,Passed
web_project_merge_request,4,3.3,3.20,702.61,1817.35,2800,1930.36,100.00,99,Passed
web_project_merge_request_changes,4,3.82,3.20,595.29,773.61,1500,862.11,100.00,99,Passed
web_project_merge_request_commits,4,3.44,1.92,984.19,1004.17,1950,1913.09,100.00,99,Passed
web_project_merge_requests,4,3.91,3.20,408.68,442.37,900,483.42,100.00,99,Passed
web_project_merge_requests_search,4,3.91,3.20,442.91,484.40,700,518.21,100.00,99,Passed
web_project_pipelines,4,3.93,2.56,362.04,475.27,600,500.97,100.00,99,Passed
web_project_pipelines_pipeline,4,3.9,3.20,453.78,1023.39,2500,1098.33,100.00,99,Passed
web_project_repository_compare,4,1.07,0.16,3416.03,4006.99,7500,4309.05,100.00,99,Passed
web_project_tags,4,3.68,2.56,779.66,818.54,1500,968.83,100.00,99,Passed
web_user,4,3.96,1.92,297.25,411.79,4000,432.63,100.00,99,Passed
