* Environment:                2k
* Environment Version:        16.2.4 `deac0811459`
* Option:                     60s_10_0rps
* Date:                       2024-04-12
* Run Time:                   1h 12m 6.07s (Start: 13:29:47 UTC, End: 14:41:53 UTC)
* GPT Version:                v2.13.0

❯ Overall Results Score: 97.44%

NAME                                                     | RPS  | RPS RESULT        | TTFB AVG  | TTFB P90             | REQ STATUS     | RESULT  
web_project_file_source                                  | 1/s  | 0.96/s (>0.32/s)  | 742.84ms  | 976.32ms (<4000ms)   | 100.00% (>99%) | Passed¹ 
web_project_files                                        | 1/s  | 1.01/s (>0.80/s)  | 267.53ms  | 459.95ms (<1200ms)   | 100.00% (>99%) | Passed¹ 
web_project_issue                                        | 1/s  | 1.01/s (>0.80/s)  | 348.30ms  | 627.50ms (<2000ms)   | 100.00% (>99%) | Passed¹ 
web_project_issues                                       | 1/s  | 1.01/s (>0.80/s)  | 312.85ms  | 363.20ms (<700ms)    | 100.00% (>99%) | Passed¹ 
web_project_issues_search                                | 1/s  | 1.01/s (>0.80/s)  | 311.75ms  | 362.53ms (<700ms)    | 100.00% (>99%) | Passed¹ 
web_project_merge_request                                | 1/s  | 0.86/s (>0.80/s)  | 728.42ms  | 1858.46ms (<2800ms)  | 100.00% (>99%) | Passed¹ 
web_project_merge_request_changes                        | 1/s  | 0.93/s (>0.80/s)  | 690.83ms  | 871.39ms (<1500ms)   | 100.00% (>99%) | Passed¹ 
web_project_merge_request_commits                        | 1/s  | 0.94/s (>0.48/s)  | 1002.64ms | 1155.32ms (<1950ms)  | 100.00% (>99%) | Passed¹ 
web_project_merge_requests                               | 1/s  | 1.01/s (>0.80/s)  | 467.18ms  | 548.64ms (<900ms)    | 100.00% (>99%) | Passed¹ 
web_project_merge_requests_search                        | 1/s  | 1.0/s (>0.80/s)   | 471.06ms  | 560.21ms (<700ms)    | 100.00% (>99%) | Passed¹ 
web_project_pipelines                                    | 1/s  | 1.01/s (>0.64/s)  | 366.97ms  | 516.70ms (<600ms)    | 100.00% (>99%) | Passed¹ 
web_project_pipelines_pipeline                           | 1/s  | 1.0/s (>0.80/s)   | 473.40ms  | 1049.31ms (<2500ms)  | 100.00% (>99%) | Passed¹ 
web_project_repository_compare                           | 1/s  | 0.31/s (>0.04/s)  | 3221.67ms | 3676.17ms (<7500ms)  | 100.00% (>99%) | Passed¹ 
web_project_tags                                         | 1/s  | 0.98/s (>0.64/s)  | 789.50ms  | 864.30ms (<1500ms)   | 100.00% (>99%) | Passed¹ 
web_user                                                 | 1/s  | 1.01/s (>0.48/s)  | 328.10ms  | 430.76ms (<4000ms)   | 100.00% (>99%) | Passed  

¹ Result covers endpoint(s) that have known issue(s). Threshold(s) have been adjusted to compensate.
² Failure may not be clear from summary alone. Refer to the individual test's full output for further debugging.
