* Environment:                2k
* Environment Version:        16.2.4 `deac0811459`
* Option:                     60s_32_0rps
* Date:                       2024-04-12
* Run Time:                   1h 12m 50.14s (Start: 09:07:54 UTC, End: 10:20:44 UTC)
* GPT Version:                v2.13.0

❯ Overall Results Score: 95.64%

NAME                                                     | RPS  | RPS RESULT         | TTFB AVG  | TTFB P90             | REQ STATUS     | RESULT  
web_project_file_source                                  | 4/s  | 3.79/s (>1.02/s)   | 726.84ms  | 964.85ms (<4000ms)   | 100.00% (>99%) | Passed¹ 
web_project_files                                        | 4/s  | 3.94/s (>2.56/s)   | 206.96ms  | 332.80ms (<1200ms)   | 100.00% (>99%) | Passed¹ 
web_project_issue                                        | 4/s  | 3.94/s (>2.56/s)   | 310.62ms  | 551.02ms (<2000ms)   | 100.00% (>99%) | Passed¹ 
web_project_issues                                       | 4/s  | 3.98/s (>2.56/s)   | 265.84ms  | 304.77ms (<700ms)    | 100.00% (>99%) | Passed¹ 
web_project_issues_search                                | 4/s  | 3.99/s (>2.56/s)   | 260.46ms  | 297.73ms (<700ms)    | 100.00% (>99%) | Passed¹ 
web_project_merge_request                                | 4/s  | 3.64/s (>2.56/s)   | 661.62ms  | 1767.90ms (<2800ms)  | 100.00% (>99%) | Passed¹ 
web_project_merge_request_changes                        | 4/s  | 3.87/s (>2.56/s)   | 571.84ms  | 752.50ms (<1500ms)   | 100.00% (>99%) | Passed¹ 
web_project_merge_request_commits                        | 4/s  | 3.46/s (>1.54/s)   | 961.06ms  | 997.65ms (<1950ms)   | 100.00% (>99%) | Passed¹ 
web_project_merge_requests                               | 4/s  | 3.91/s (>2.56/s)   | 395.75ms  | 432.37ms (<900ms)    | 100.00% (>99%) | Passed¹ 
web_project_merge_requests_search                        | 4/s  | 3.91/s (>2.56/s)   | 405.90ms  | 455.58ms (<700ms)    | 100.00% (>99%) | Passed¹ 
web_project_pipelines                                    | 4/s  | 3.94/s (>2.05/s)   | 344.25ms  | 449.97ms (<600ms)    | 100.00% (>99%) | Passed¹ 
web_project_pipelines_pipeline                           | 4/s  | 3.9/s (>2.56/s)    | 423.84ms  | 966.95ms (<2500ms)   | 100.00% (>99%) | Passed¹ 
web_project_repository_compare                           | 4/s  | 1.13/s (>0.13/s)   | 3256.09ms | 3875.85ms (<7500ms)  | 100.00% (>99%) | Passed¹ 
web_project_tags                                         | 4/s  | 3.73/s (>2.05/s)   | 733.11ms  | 786.46ms (<1500ms)   | 100.00% (>99%) | Passed¹ 
web_user                                                 | 4/s  | 3.96/s (>1.54/s)   | 292.32ms  | 393.41ms (<4000ms)   | 100.00% (>99%) | Passed  

¹ Result covers endpoint(s) that have known issue(s). Threshold(s) have been adjusted to compensate.
² Failure may not be clear from summary alone. Refer to the individual test's full output for further debugging.
