* Environment:                2k
* Environment Version:        16.2.3 `6a407717a9c`
* Option:                     60s_10_0rps
* Date:                       2024-04-09
* Run Time:                   1h 12m 7.54s (Start: 14:04:50 UTC, End: 15:16:57 UTC)
* GPT Version:                v2.13.0

❯ Overall Results Score: 97.48%

NAME                                                     | RPS  | RPS RESULT        | TTFB AVG  | TTFB P90             | REQ STATUS     | RESULT  
web_project_merge_requests                               | 1/s  | 1.0/s (>0.80/s)   | 454.06ms  | 501.91ms (<900ms)    | 100.00% (>99%) | Passed¹ 
web_project_merge_requests_search                        | 1/s  | 1.01/s (>0.80/s)  | 434.93ms  | 480.52ms (<700ms)    | 100.00% (>99%) | Passed¹ 
web_project_pipelines                                    | 1/s  | 1.01/s (>0.64/s)  | 357.34ms  | 480.62ms (<600ms)    | 100.00% (>99%) | Passed¹ 
web_project_pipelines_pipeline                           | 1/s  | 0.98/s (>0.80/s)  | 460.99ms  | 1018.81ms (<2500ms)  | 100.00% (>99%) | Passed¹ 
web_project_repository_compare                           | 1/s  | 0.3/s (>0.04/s)   | 3249.01ms | 4190.25ms (<7500ms)  | 100.00% (>99%) | Passed¹ 
web_project_tags                                         | 1/s  | 1.0/s (>0.64/s)   | 739.28ms  | 822.26ms (<1500ms)   | 100.00% (>99%) | Passed¹ 
web_user                                                 | 1/s  | 1.01/s (>0.48/s)  | 320.13ms  | 417.34ms (<4000ms)   | 100.00% (>99%) | Passed  

¹ Result covers endpoint(s) that have known issue(s). Threshold(s) have been adjusted to compensate.
² Failure may not be clear from summary alone. Refer to the individual test's full output for further debugging.
