* Environment:                2k
* Environment Version:        16.2.3 `6a407717a9c`
* Option:                     60s_36_0rps
* Date:                       2024-04-09
* Run Time:                   1h 12m 57.53s (Start: 11:08:41 UTC, End: 12:21:38 UTC)
* GPT Version:                v2.13.0

❯ Overall Results Score: 95.64%

NAME                                                     | RPS  | RPS RESULT         | TTFB AVG  | TTFB P90             | REQ STATUS     | RESULT  
web_project_branches_search                              | 4/s  | 3.69/s (>2.88/s)   | 880.85ms  | 942.21ms (<1600ms)   | 100.00% (>99%) | Passed¹ 
web_project_commit                                       | 4/s  | 3.77/s (>1.15/s)   | 623.57ms  | 1780.09ms (<3500ms)  | 100.00% (>99%) | Passed¹ 
web_project_commits                                      | 4/s  | 3.84/s (>2.88/s)   | 571.05ms  | 607.37ms (<1000ms)   | 100.00% (>99%) | Passed¹ 
web_project_file_blame                                   | 4/s  | 1.69/s (>0.58/s)   | 2107.65ms | 2156.88ms (<2400ms)  | 100.00% (>99%) | Passed¹ 
web_project_file_rendered                                | 4/s  | 3.92/s (>2.30/s)   | 550.75ms  | 598.83ms (<1700ms)   | 100.00% (>99%) | Passed¹ 
web_project_file_source                                  | 4/s  | 3.77/s (>1.15/s)   | 760.28ms  | 1027.15ms (<4000ms)  | 100.00% (>99%) | Passed¹ 
web_project_files                                        | 4/s  | 3.94/s (>2.88/s)   | 215.30ms  | 341.02ms (<1200ms)   | 100.00% (>99%) | Passed¹ 
web_project_issue                                        | 4/s  | 3.94/s (>2.88/s)   | 307.46ms  | 535.79ms (<2000ms)   | 100.00% (>99%) | Passed¹ 
web_project_issues                                       | 4/s  | 3.98/s (>2.88/s)   | 265.86ms  | 302.67ms (<700ms)    | 100.00% (>99%) | Passed¹ 
web_project_issues_search                                | 4/s  | 3.98/s (>2.88/s)   | 269.62ms  | 297.74ms (<700ms)    | 100.00% (>99%) | Passed¹ 
web_project_merge_request                                | 4/s  | 3.53/s (>2.88/s)   | 673.10ms  | 1785.12ms (<2800ms)  | 100.00% (>99%) | Passed¹ 
web_project_merge_request_changes                        | 4/s  | 3.85/s (>2.88/s)   | 570.41ms  | 766.01ms (<1500ms)   | 100.00% (>99%) | Passed¹ 
web_project_merge_request_commits                        | 4/s  | 3.53/s (>1.73/s)   | 921.05ms  | 931.90ms (<1950ms)   | 100.00% (>99%) | Passed¹ 
web_project_merge_requests                               | 4/s  | 3.87/s (>2.88/s)   | 397.83ms  | 443.41ms (<900ms)    | 100.00% (>99%) | Passed¹ 
web_project_merge_requests_search                        | 4/s  | 3.89/s (>2.88/s)   | 419.55ms  | 457.49ms (<700ms)    | 100.00% (>99%) | Passed¹ 
web_project_pipelines                                    | 4/s  | 3.96/s (>2.30/s)   | 343.80ms  | 438.59ms (<600ms)    | 100.00% (>99%) | Passed¹ 
web_project_pipelines_pipeline                           | 4/s  | 3.94/s (>2.88/s)   | 410.99ms  | 930.87ms (<2500ms)   | 100.00% (>99%) | Passed¹ 
web_project_repository_compare                           | 4/s  | 1.16/s (>0.14/s)   | 3181.10ms | 3922.46ms (<7500ms)  | 100.00% (>99%) | Passed¹ 
web_project_tags                                         | 4/s  | 3.7/s (>2.30/s)    | 736.48ms  | 773.87ms (<1500ms)   | 100.00% (>99%) | Passed¹ 
web_user                                                 | 4/s  | 3.96/s (>1.73/s)   | 285.47ms  | 387.37ms (<4000ms)   | 100.00% (>99%) | Passed  

¹ Result covers endpoint(s) that have known issue(s). Threshold(s) have been adjusted to compensate.
² Failure may not be clear from summary alone. Refer to the individual test's full output for further debugging.
