* Environment:                2k
* Environment Version:        16.2.3 `6a407717a9c`
* Option:                     60s_24_0rps
* Date:                       2024-04-12
* Run Time:                   1h 11m 52.2s (Start: 07:41:00 UTC, End: 08:52:52 UTC)
* GPT Version:                v2.13.0

NAME                                                     | RPS  | RPS RESULT         | TTFB AVG  | TTFB P90             | REQ STATUS     | RESULT  
web_project_file_source                                  | 3/s  | 2.85/s (>0.77/s)   | 774.37ms  | 1039.29ms (<4000ms)  | 99.42% (>99%)  | Passed¹ 
web_project_files                                        | 3/s  | 2.95/s (>1.92/s)   | 235.39ms  | 363.69ms (<1200ms)   | 100.00% (>99%) | Passed¹ 
web_project_issue                                        | 3/s  | 2.98/s (>1.92/s)   | 307.94ms  | 527.26ms (<2000ms)   | 100.00% (>99%) | Passed¹ 
web_project_issues                                       | 3/s  | 3.0/s (>1.92/s)    | 277.25ms  | 318.18ms (<700ms)    | 100.00% (>99%) | Passed¹ 
web_project_issues_search                                | 3/s  | 3.0/s (>1.92/s)    | 269.03ms  | 305.76ms (<700ms)    | 100.00% (>99%) | Passed¹ 
web_project_merge_request                                | 3/s  | 2.69/s (>1.92/s)   | 641.27ms  | 1728.89ms (<2800ms)  | 100.00% (>99%) | Passed¹ 
web_project_merge_request_changes                        | 3/s  | 2.9/s (>1.92/s)    | 575.22ms  | 787.87ms (<1500ms)   | 100.00% (>99%) | Passed¹ 
web_project_merge_request_commits                        | 3/s  | 2.52/s (>1.15/s)   | 1000.02ms | 1742.73ms (<1950ms)  | 100.00% (>99%) | Passed¹ 
web_project_merge_requests                               | 3/s  | 2.97/s (>1.92/s)   | 384.08ms  | 419.74ms (<900ms)    | 100.00% (>99%) | Passed¹ 
web_project_merge_requests_search                        | 3/s  | 2.94/s (>1.92/s)   | 408.08ms  | 465.20ms (<700ms)    | 100.00% (>99%) | Passed¹ 
web_project_pipelines                                    | 3/s  | 2.97/s (>1.54/s)   | 338.93ms  | 462.11ms (<600ms)    | 100.00% (>99%) | Passed¹ 
web_project_pipelines_pipeline                           | 3/s  | 2.97/s (>1.92/s)   | 431.72ms  | 962.97ms (<2500ms)   | 100.00% (>99%) | Passed¹ 
web_project_repository_compare                           | 3/s  | 0.88/s (>0.10/s)   | 3141.40ms | 3316.37ms (<7500ms)  | 100.00% (>99%) | Passed¹ 
web_project_tags                                         | 3/s  | 2.84/s (>1.54/s)   | 714.06ms  | 768.55ms (<1500ms)   | 100.00% (>99%) | Passed¹ 
web_user                                                 | 3/s  | 2.99/s (>1.15/s)   | 299.77ms  | 403.35ms (<4000ms)   | 100.00% (>99%) | Passed  

¹ Result covers endpoint(s) that have known issue(s). Threshold(s) have been adjusted to compensate.
² Failure may not be clear from summary alone. Refer to the individual test's full output for further debugging.
