timestamp,gitlab-gitaly-0,gitlab-gitlab-exporter-dcdbdfddd-lhgmj,gitlab-gitlab-shell-86487f9db8-lgpwd,gitlab-gitlab-shell-86487f9db8-wltkl,gitlab-kas-5c6ffc7fbd-8jn7r,gitlab-kas-5c6ffc7fbd-bc25g,gitlab-minio-7bdcdbbfb5-2wjhb,gitlab-postgresql-0,gitlab-prometheus-server-6d8b995f5b-gl8mw,gitlab-redis-master-0,gitlab-registry-6959dbfc7f-gc2nz,gitlab-registry-6959dbfc7f-qkrj4,gitlab-sidekiq-all-in-1-v2-55df8c87dc-zjxh4,gitlab-toolbox-647d48bbdf-7n9jb,gitlab-webservice-default-78649bd687-ckvvf,gitlab-webservice-default-78649bd687-k7sc2,gitlab-webservice-default-78649bd687-pmhjl,gitlab-sidekiq-all-in-1-v2-55df8c87dc-9bvn5,gitlab-webservice-default-78649bd687-grvr9,gitlab-webservice-default-78649bd687-m4qk7,gitlab-webservice-default-78649bd687-6cptn,gitlab-sidekiq-all-in-1-v2-55df8c87dc-lv2l6,gitlab-webservice-default-78649bd687-2ntcn,gitlab-webservice-default-78649bd687-2vvww,gitlab-webservice-default-78649bd687-j77xh,gitlab-webservice-default-78649bd687-tsfgt,gitlab-webservice-default-78649bd687-hc6w9,gitlab-sidekiq-all-in-1-v2-55df8c87dc-lhd46,gitlab-webservice-default-78649bd687-fw8h6,gitlab-webservice-default-78649bd687-nk4d9,gitlab-sidekiq-all-in-1-v2-55df8c87dc-5dhl8,gitlab-webservice-default-78649bd687-2qkvj,gitlab-webservice-default-78649bd687-xbm5z,gitlab-webservice-default-78649bd687-zzpv8,gitlab-webservice-default-78649bd687-w8xwp,gitlab-webservice-default-78649bd687-k5p9h,gitlab-webservice-default-78649bd687-46whj,gitlab-webservice-default-78649bd687-b6jgq,gitlab-webservice-default-78649bd687-bng62,gitlab-sidekiq-all-in-1-v2-55df8c87dc-c2brm,gitlab-webservice-default-78649bd687-fgplj,gitlab-sidekiq-all-in-1-v2-55df8c87dc-5r8rr,gitlab-webservice-default-78649bd687-968dw,gitlab-webservice-default-78649bd687-4pdg5,gitlab-webservice-default-78649bd687-sbqk6,gitlab-sidekiq-all-in-1-v2-55df8c87dc-2mngh,gitlab-webservice-default-78649bd687-wljtj,gitlab-webservice-default-78649bd687-pjtj6,gitlab-webservice-default-78649bd687-xfbxx,gitlab-webservice-default-78649bd687-mf7gh,gitlab-webservice-default-78649bd687-p56dv,gitlab-webservice-default-78649bd687-xs24x,gitlab-webservice-default-78649bd687-kjhtp,gitlab-webservice-default-78649bd687-6frqx,gitlab-sidekiq-all-in-1-v2-55df8c87dc-vp2ff,gitlab-sidekiq-all-in-1-v2-55df8c87dc-9dgll,gitlab-webservice-default-78649bd687-7zzr8,gitlab-webservice-default-78649bd687-g4bln,gitlab-webservice-default-78649bd687-sgj2h,gitlab-webservice-default-78649bd687-crc94,gitlab-webservice-default-78649bd687-rhwlz,gitlab-webservice-default-78649bd687-vlstp,gitlab-webservice-default-78649bd687-nrtq2,gitlab-webservice-default-78649bd687-qnn8x,gitlab-sidekiq-all-in-1-v2-55df8c87dc-64cpv,gitlab-sidekiq-all-in-1-v2-55df8c87dc-lh496,gitlab-sidekiq-all-in-1-v2-55df8c87dc-h7r9p,gitlab-webservice-default-78649bd687-sjwdj,gitlab-sidekiq-all-in-1-v2-55df8c87dc-klc5f,gitlab-sidekiq-all-in-1-v2-55df8c87dc-hznvg,gitlab-webservice-default-78649bd687-strsx,gitlab-sidekiq-all-in-1-v2-55df8c87dc-hf6xf,gitlab-webservice-default-78649bd687-8b775,gitlab-webservice-default-78649bd687-25jb4,gitlab-sidekiq-all-in-1-v2-55df8c87dc-xsr26,gitlab-sidekiq-all-in-1-v2-55df8c87dc-vq6qf,gitlab-sidekiq-all-in-1-v2-55df8c87dc-bglpr,gitlab-sidekiq-all-in-1-v2-55df8c87dc-94sck,gitlab-sidekiq-all-in-1-v2-55df8c87dc-vwqkm,gitlab-webservice-default-78649bd687-nqwkr,gitlab-webservice-default-78649bd687-wjbdz,gitlab-webservice-default-78649bd687-jrmh7,gitlab-webservice-default-78649bd687-p6w6f,gitlab-sidekiq-all-in-1-v2-55df8c87dc-srd6v,gitlab-webservice-default-78649bd687-8lvpn,gitlab-webservice-default-78649bd687-7trmd,gitlab-sidekiq-all-in-1-v2-55df8c87dc-svvzf,gitlab-webservice-default-78649bd687-g2cs7,gitlab-webservice-default-78649bd687-rvz5j,gitlab-sidekiq-all-in-1-v2-55df8c87dc-hsf5q,gitlab-webservice-default-78649bd687-2jgbq,gitlab-webservice-default-78649bd687-6mhmv,gitlab-webservice-default-78649bd687-htgl2,gitlab-webservice-default-78649bd687-mql8z,gitlab-webservice-default-78649bd687-b92sm,gitlab-webservice-default-78649bd687-q7cnv,gitlab-sidekiq-all-in-1-v2-55df8c87dc-rc2c4,gitlab-sidekiq-all-in-1-v2-55df8c87dc-szhxd,gitlab-sidekiq-all-in-1-v2-55df8c87dc-kwqf7,gitlab-webservice-default-78649bd687-4wb9b,gitlab-webservice-default-78649bd687-9hlhj,gitlab-webservice-default-78649bd687-jh54j,gitlab-webservice-default-78649bd687-nfsjs,gitlab-webservice-default-78649bd687-p8dmm,gitlab-webservice-default-78649bd687-qppjq,gitlab-sidekiq-all-in-1-v2-55df8c87dc-bhk4n,gitlab-webservice-default-78649bd687-cbs2c,gitlab-webservice-default-78649bd687-dvsd6,gitlab-webservice-default-78649bd687-v9pfx
1727735730,889.8097814344607,441.0668196157155,50.55268338056198,41.345838626952755,679.8456500833831,564.6176967537991,12.033038232071279,11260.584800515086,461.7981423696648,26379.957302260038,141.04251850431115,133.31952499309583,16251.175948898142,0,2550.066283694211,3810.0973115382317,3575.8855735834327,8778.109578544061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727735760,1189.5041697198087,248.95626071054784,33.825,49.46440975395751,730.8263594536826,701.4333315703179,11.183813460664325,2948.1579906309466,370.4596759475341,25973.487448978314,138.6895177796578,114.91814159292035,13134.333087819667,0,2053.66150634893,3659.5529122616113,2868.726170385649,8064.891168856074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727735790,637.0600190002045,506.86360511154834,47.79537818007269,30.75,696.8418535535551,578.6813747138581,13.852642515244092,4724.477009460222,472.82005354827277,25507.756947754275,138.44716767119633,132.6405380851437,8463.3336625144,0,1253.4437434771264,3707.731781105196,3037.0020547491217,12538.05472032073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727735820,1243.0455664724384,230.13494053016163,49.13525707303319,51.53229085800894,727.0231652847,702.8575820722166,14.34195725534308,4860.349720716154,420.92702471919955,22118.61065958921,112.12731543499294,135.45601142869512,12888.543406253748,0,,2328.9098681866762,3940.58593186684,6652.509395382112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727735850,690.2463209612566,472.26994405532804,50.65781947145636,50.83286457197305,673.3867015193596,682.7676542866417,12.665318890500876,4996.662658860809,351.2665164157446,26309.882111279803,138.38546585921438,110.86327073469951,9228.586573979686,0,,4073.342631136284,3527.5919714520155,6711.269341522824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727735880,717.6470588235295,232.53230802093347,50.19895928986837,39.93339827524822,732.9913263001864,671.4052591805666,15.118828073349807,2655.743879472693,373.59524989631905,22120.239311250545,86.60000000000002,138.77640966311324,6978.554973687066,0,,2228.344473709063,3391.491355479548,7499.162903403458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727735910,703.8712988977741,315.82888983623684,48.82148986096031,47.58132851932358,673.9827875948464,488.0674277170842,15.783028708784977,4355.8883803278295,454.6661136457901,25228.14225904151,144.49419143606636,138.75134851041466,10977.355345521606,0,,4550.189972792539,1875.6844118547792,12597.066417623468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727735940,853.2467746997704,322.4473172129787,48.39885657412015,49.34584438451424,588.4224276354875,670.0797585686571,15.024565963316348,4085.857734647353,379.4358817325031,19388.76267124294,144.3142722905079,139.14568504715618,7346.284084121146,0,,2316.824021049373,3933.5155434082176,7149.883660475302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727735970,913.4054140495206,480.8363934463048,48.73217115689382,48.52725894701871,675.1855423707492,712.155975427949,14.571635684535146,3281.4006653590573,434.39149639099367,28477.568117230327,117.06705689398069,133.40447077013533,10777.023885377741,0,,4194.2608714649305,2190.3015899960396,6506.008269121583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727736000,969.9117549903261,232.47353971191612,48.97414277684092,48.975229473154776,717.0317437907929,610.9622243779256,10.314540621639434,2719.1231455795437,412.7797028249251,24278.139969953798,137.98759998941676,108.69541459793417,7843.2650694272925,0,,2264.6874256161686,2019.5856768034505,688.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727736030,939.1398950467169,363.63868790427733,48.8643233439848,46.623512946116165,564.7680021063817,599.9549966124661,15.223596574690768,2559.1117322773503,494.5602632856246,19851.985017426403,122.73403149481895,129.4189852700491,9995.598442525818,0,,4343.969854966872,3283.7753297973613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727736060,910.9326067340186,377.25566400211983,49.63047910295617,48.30437996673442,551.5853782818775,701.3546892499348,16.597070325445745,12231.981907894737,358.3096912955466,18616.05026545886,141.87395282897282,133.6424170763582,15481.357478009384,0,,2314.7867120085957,3325.6554652880354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727736090,585.632477304508,453.7370201087016,50.622892691497945,39.79257839625745,684.1501124437781,674.7504979038523,12.902789703642267,9795.385597062546,359.54544159949876,24742.760672500583,141.95110454029268,130.33099936346275,23560.647938377886,0,,4126.500134300296,3785.7607594261635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727736120,1108.1785881151327,245.94769579392786,51.93326619083067,42.13323110457748,724.5978726530797,476.45000000000005,14.489613754733826,11660.252274699116,361.00553744826266,24848.46915487518,138.72948307946024,132.17503435872203,10867.523758557596,0,,2249.34818929647,2118.3502689778843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727736150,568.5832393836904,458.2480289236399,44.022464204212405,50.3256162842238,566.3298193559907,704.1014933824049,13.811163725068157,7281.331743687385,399.7384380039282,22324.12116886463,140.12930386408058,114.11686285371368,19352.998458934868,0.9812167087188113,,2751.395749397029,3822.883423057498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727736180,1084.4180032140996,231.4856883234893,42.808262454434995,41.45285589929021,701.606855918586,664.0417300746228,14.119798489550822,7171.257794022789,420.6864482619452,21317.17514210264,135.43378846811072,139.05592741191214,13470.59741243857,0.8142943557768368,,2483.224490786822,2589.937366551968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727736210,567.3038779470576,477.281751659198,37.04160928851086,49.462149391776414,686.3626899854258,570.5472787498018,14.716491126821525,8100.561418841255,423.0184640566962,23924.394765539804,139.00519176017414,134.88861916321576,21352.615948439277,0,,4836.348269102094,2920.175929628149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727736240,865.7539327926622,233.10092306343049,41.423058835364095,48.41393376630348,761.7675434142379,540.3411695994259,14.593837083809861,7826.618627468598,360.8750059026302,20050.636253234068,138.96806337949144,137.60808355133094,11563.46787479407,0,,2835.957272370813,2737.569834461003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727736270,610.6908430706204,470.9041674625558,49.339946028736044,39.674753703842974,714.2057766030907,752.6644210061294,14.565026362038664,5224.2432241112465,451.2949936049699,20965.69125247048,134.89411072053198,138.1018911950682,20638.806195530244,0,,2321.7942800604396,2100.306380697697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727736300,1223.4605874193353,230.90599707672507,41.258298841403615,48.938037563629976,746.6069295101554,721.5803282061834,15.641034714604197,2888.5270690140355,363.37071382359284,23454.877358079557,133.58131204849363,138.9177215867139,16697.69585253456,0,,2340.35868422818,3236.2811670142046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727736330,636.5,485.2403449917002,48.79720128394706,50.87199283104708,577.9767638311322,569.235956940012,12.184280970021153,4630.727299795013,402.9185999885433,23893.501596070197,140.36837631056954,139.7737924139224,23626.328337466606,0,,4308.371731464687,3163.6437548111444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727736360,585.5081806864663,228.03462288861823,47.81450441901147,42.47640960038986,718.0378266390429,668.9967144421693,14.080555506847396,2400.310608900552,406.67435601691653,24509.334159593658,136.95024716069315,113.49565914318667,13817.825627355456,0,,2415.7125,3220.1098549488056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727736390,731.2466649816048,332.65157280568235,49.0419119544058,42.202976364522414,541.9082071609545,715.9284336346785,13.2212673529134,3405.620715350739,445.8122219843478,29057.200097134533,140.4494382022472,138.74634394101267,13811.912500000002,0,,3623.745089480576,3745.9435570427427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727736420,769.0252668680315,301.3391548965598,49.42460738243797,47.28690685413005,721.9822109275731,578.8049420808313,14.388489208633096,89846.85890203693,258.725,20310.506231616262,130.31174833749944,139.0035098883398,19897.571714852904,0,,2698.879151179992,63690.042168145475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727736450,1135.6017096300254,494.3355404714637,49.82358145633242,48.818133709648976,701.6768446978643,712.7228566471747,14.299981841292901,224530.51625851096,468.9338390223346,18595.69049010735,112.51624871056094,143.08621336699534,14566.102822933055,0,,97418.5446000536,92442.7732004854,,1375.0489448917322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727736480,894.7409488139825,219.52403175603266,40.58311102333495,33.825,618.1259164721135,686.1572175252084,14.13305259514573,373611.52020759584,571.8508371933746,24200.421670441756,140.94403692651449,141.71312721743539,11037.707032218355,0,,168538.78617176533,219616.584155405,,2603.2269181762313,306.04586186831386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
