timestamp,compose-post-service,home-timeline-redis,home-timeline-service,jaeger,media-frontend,media-memcached,media-mongodb,media-service,nginx-thrift,post-storage-memcached,post-storage-mongodb,post-storage-service,social-graph-mongodb,social-graph-redis,social-graph-service,text-service,unique-id-service,url-shorten-memcached,url-shorten-mongodb,url-shorten-service,user-memcached,user-mention-service,user-mongodb,user-service,user-timeline-mongodb,user-timeline-redis,user-timeline-service
1727210700,9535488,2744320,3239936,45998080,21426176,1867776,60239872,3497984,48914432,1658880,110505984,5976064,64126976,2760704,3055616,6135808,4259840,1662976,85598208,6017024,1798144,2854912,96169984,4231168,98717696,25456640,5980160
1727210730,9535488,2744320,3239936,45998080,21426176,1867776,60239872,3497984,48914432,1658880,110501888,5976064,64126976,2760704,3055616,6135808,4259840,1662976,85590016,6017024,1798144,2854912,95903744,4231168,98717696,25194496,5980160
1727210760,9535488,2744320,3239936,45998080,21426176,1867776,60239872,3497984,48914432,1658880,110505984,5976064,64126976,2760704,3055616,6135808,4259840,1662976,85590016,6017024,1798144,2854912,95903744,4231168,98979840,25456640,5980160
1727210790,9535488,2744320,3239936,45998080,21426176,1867776,60239872,3497984,48914432,1658880,110505984,5976064,64126976,2760704,3055616,6135808,4259840,1662976,85590016,6017024,1798144,2854912,95907840,4231168,98721792,25456640,5980160
1727210820,9535488,2744320,3239936,45998080,21426176,1867776,60239872,3497984,48914432,1658880,110505984,5976064,64389120,2760704,3055616,6135808,4259840,1662976,85590016,6017024,1798144,2854912,95907840,4231168,98717696,25194496,5980160
1727210850,9535488,2744320,3239936,45998080,21426176,1867776,60243968,3497984,48914432,1658880,110505984,5976064,64126976,2760704,3055616,6135808,4259840,1662976,85590016,6017024,1798144,2854912,95907840,4231168,98717696,25194496,5980160
1727210880,9535488,2744320,3239936,45998080,21426176,1867776,60223488,3497984,48930816,1658880,110403584,5976064,64122880,2760704,3055616,6135808,4259840,1662976,85553152,6017024,1798144,2854912,95907840,4231168,98713600,25194496,5980160
1727210910,9535488,2744320,3239936,45998080,21426176,1867776,60227584,3497984,48930816,1658880,110403584,5976064,64122880,2760704,3055616,6135808,4259840,1662976,85553152,6017024,1798144,2854912,96178176,4231168,98975744,25194496,5980160
1727210940,9535488,2744320,3239936,45998080,21426176,1867776,60227584,3497984,48930816,1658880,110403584,5976064,64122880,2760704,3055616,6135808,4259840,1662976,85553152,6017024,1798144,2854912,95916032,4231168,98713600,25194496,5980160
1727210970,9535488,2744320,3239936,45998080,21426176,1867776,60227584,3497984,48930816,1658880,110403584,5976064,64122880,2760704,3055616,6135808,4259840,1662976,85553152,6017024,1798144,2854912,96178176,4231168,98713600,25456640,5980160
1727211000,9535488,2744320,3239936,45998080,21426176,1867776,60227584,3497984,48930816,1658880,110403584,5976064,64122880,2760704,3055616,6135808,4259840,1662976,85553152,6017024,1798144,2854912,95916032,4231168,98717696,25194496,5980160
1727211030,9535488,2744320,3239936,45998080,21426176,1867776,60227584,3497984,48930816,1658880,110399488,5976064,64122880,3022848,3055616,6135808,4259840,1662976,85553152,6017024,1798144,2854912,95916032,4231168,98717696,25194496,5980160
1727211060,9535488,2744320,3239936,45998080,21426176,1867776,60227584,3497984,48930816,1658880,110403584,5976064,64122880,3022848,3055616,6135808,4259840,1662976,85553152,6017024,1798144,2854912,96178176,4231168,98717696,25194496,5980160
1727211090,9535488,2744320,3239936,46002176,21426176,1867776,60227584,3497984,48930816,1658880,110403584,5976064,64122880,3022848,3055616,6135808,4259840,1662976,85553152,6017024,1798144,2854912,95916032,4231168,98717696,25194496,5980160
1727211120,9535488,2744320,3239936,46002176,21426176,1867776,60227584,3497984,48930816,1658880,110665728,5976064,64122880,2760704,3055616,6135808,4259840,1662976,85557248,6017024,1798144,2854912,95916032,4231168,98717696,25436160,5980160
1727211150,9535488,2744320,3239936,46002176,21426176,1867776,60227584,3497984,48930816,1658880,110403584,5976064,64122880,3022848,3055616,6135808,4259840,1662976,85557248,6017024,1798144,2854912,95916032,4231168,98717696,25174016,5980160
1727211180,9535488,2744320,3239936,46002176,21426176,1867776,60227584,3497984,48930816,1658880,110379008,5976064,64122880,2760704,3055616,6135808,4259840,1662976,85565440,6017024,1798144,2854912,95510528,4231168,98717696,25174016,5980160
1727211210,16764928,2744320,3399680,49975296,21426176,1867776,60227584,3375104,49586176,1658880,111325184,6029312,64217088,3055616,3092480,6897664,4186112,1662976,85893120,6062080,1818624,2977792,96186368,4157440,98762752,25669632,6205440
1727211240,18366464,2748416,3649536,61579264,21426176,1867776,60227584,3424256,49594368,1658880,114319360,5795840,64217088,3039232,3104768,6512640,4210688,1662976,85929984,6070272,1798144,2965504,96186368,4329472,98803712,25481216,6234112
1727211270,17244160,2744320,3375104,63148032,21426176,1867776,60227584,3350528,49598464,1658880,117329920,5939200,64212992,2785280,3129344,6508544,4210688,1662976,87867392,6070272,1822720,2940928,96190464,4354048,98836480,25751552,6201344
1727211300,17649664,2740224,3395584,69058560,21426176,1867776,60227584,3428352,49610752,1658880,118800384,5914624,64217088,2785280,3153920,6418432,4124672,1662976,89104384,6090752,1798144,2945024,95846400,4145152,98877440,25600000,6168576
1727211330,18223104,2740224,3338240,78671872,21426176,1867776,60227584,3473408,49610752,1658880,122277888,5914624,64229376,2801664,3153920,6246400,4259840,1662976,91832320,6074368,1802240,2969600,95924224,4231168,98963456,25698304,6270976
1727211360,18042880,2740224,3284992,78721024,21426176,1867776,60223488,3399680,49614848,1658880,124276736,6012928,64221184,2797568,3055616,6569984,4161536,1662976,94363648,6086656,1806336,2977792,95936512,4210688,99373056,25804800,6270976
1727211390,18358272,2740224,3383296,81485824,21426176,1867776,60223488,3461120,49614848,1658880,126738432,5914624,64217088,2785280,3096576,6209536,4206592,1662976,96604160,6053888,1798144,2965504,95940608,4280320,99475456,25976832,6209536
1727211420,18489344,2740224,3272704,90664960,21426176,1867776,60227584,3481600,49618944,1658880,129236992,5914624,64221184,2772992,3153920,6242304,4165632,1662976,98414592,6082560,1806336,2920448,96038912,4206592,99520512,26103808,6217728
1727211450,10334208,2740224,3547136,90685440,21426176,1867776,60227584,3522560,49229824,1658880,129982464,5963776,64221184,2760704,3153920,6356992,4505600,1662976,99078144,6057984,1798144,2867200,96038912,4427776,99577856,26062848,6352896
1727211480,10334208,2740224,3543040,90681344,21426176,1867776,60219392,3522560,49229824,1658880,130080768,5963776,64221184,2760704,3153920,6356992,4505600,1662976,99074048,6057984,1798144,2867200,96038912,4427776,99577856,26062848,6352896
1727211510,10334208,2740224,3543040,90681344,21426176,1867776,60219392,3522560,49229824,1658880,130080768,5963776,64221184,2760704,3153920,6356992,4505600,1662976,99074048,6057984,1798144,2863104,96038912,4427776,99581952,26062848,6352896
1727211540,10334208,2740224,3543040,88907776,21426176,1867776,60223488,3522560,48996352,1658880,130080768,5963776,64221184,2760704,3153920,6356992,4505600,1662976,99078144,6057984,1798144,2863104,96038912,4427776,99586048,26062848,6352896
1727211570,10334208,2740224,3543040,88907776,21426176,1867776,60223488,3522560,48996352,1658880,130080768,5963776,64221184,2760704,3153920,6356992,4505600,1662976,99082240,6057984,1798144,2863104,96038912,4427776,99586048,26062848,6352896
1727211600,10334208,2740224,3543040,88907776,21426176,1867776,60162048,3522560,48996352,1658880,130080768,5963776,64221184,2760704,3153920,6356992,4505600,1662976,99078144,6057984,1798144,2863104,96038912,4427776,99594240,26062848,6352896
1727211630,10334208,2740224,3543040,88907776,21426176,1867776,60162048,3522560,48996352,1658880,130072576,5963776,64221184,2760704,3153920,6356992,4505600,1662976,99078144,6057984,1798144,2863104,96043008,4427776,99594240,26062848,6352896
1727211660,10334208,2740224,3543040,78643200,21426176,1867776,60162048,3522560,48996352,1658880,130109440,5963776,64221184,2760704,3153920,6356992,4505600,1662976,99078144,6057984,1798144,2863104,96043008,4427776,99594240,26062848,6352896
1727211690,10334208,2740224,3543040,78643200,21426176,1867776,60162048,3522560,48996352,1658880,130113536,5963776,64221184,2760704,3153920,6356992,4505600,1662976,99078144,6057984,1798144,2863104,96043008,4427776,99594240,26062848,6352896
1727211720,10334208,2740224,3543040,78643200,21426176,1867776,60162048,3522560,48996352,1658880,130121728,5963776,64221184,2760704,3153920,6356992,4505600,1662976,99078144,6057984,1798144,2863104,96038912,4427776,99594240,26062848,6352896
1727211750,10334208,2740224,3543040,78643200,21426176,1867776,60162048,3522560,48996352,1658880,130125824,5963776,64221184,2760704,3153920,6356992,4505600,1662976,99078144,6057984,1798144,2863104,96043008,4427776,99594240,26062848,6352896
1727211780,10334208,2740224,3543040,78675968,21426176,1867776,60162048,3522560,48996352,1658880,130125824,5963776,64221184,2760704,3153920,6356992,4505600,1662976,99078144,6057984,1798144,2863104,96043008,4427776,99594240,26062848,6352896
1727211810,10334208,3002368,3543040,78675968,21426176,1867776,60162048,3522560,48996352,1658880,130125824,5963776,64221184,3022848,3153920,6356992,4505600,1662976,99340288,6057984,1798144,2863104,96043008,4427776,99594240,26324992,6352896
1727211840,10334208,2740224,3543040,78675968,21426176,1867776,60010496,3522560,48996352,1658880,130142208,5963776,64221184,3022848,3153920,6356992,4505600,1662976,99078144,6057984,1798144,2863104,96043008,4427776,99594240,26062848,6352896
1727211870,10334208,2740224,3543040,78675968,21426176,1867776,60112896,3522560,48996352,1658880,130138112,5963776,64483328,3022848,3153920,6356992,4505600,1662976,99074048,6057984,1798144,2863104,96313344,4427776,99594240,26324992,6352896
1727211900,10334208,3002368,3543040,78684160,21426176,1867776,60375040,3522560,48996352,1658880,130138112,5963776,64221184,2760704,3153920,6356992,4505600,1662976,99078144,6057984,1798144,2863104,96051200,4427776,99594240,26324992,6352896
1727211930,10334208,2740224,3543040,78684160,21426176,1867776,60112896,3522560,48996352,1658880,130138112,5963776,64221184,2760704,3153920,6356992,4505600,1662976,99078144,6057984,1798144,2863104,96313344,4427776,99594240,26062848,6352896
1727211960,10334208,3002368,3543040,78684160,21426176,1867776,60112896,3522560,48996352,1658880,130162688,5963776,64221184,2760704,3153920,6356992,4505600,1662976,99078144,6057984,1798144,2863104,96051200,4427776,99594240,26062848,6352896
1727211990,10334208,2740224,3543040,78684160,21426176,1867776,60121088,3522560,48996352,1658880,130146304,5963776,64221184,2760704,3153920,6356992,4505600,1662976,99078144,6057984,1798144,2863104,96051200,4427776,99594240,26062848,6352896
1727212020,10334208,2740224,3543040,78680064,21426176,1867776,60121088,3522560,48996352,1658880,130150400,5963776,64225280,2760704,3153920,6356992,4505600,1662976,99078144,6057984,1798144,2867200,96051200,4427776,99594240,26062848,6352896
1727212050,15736832,2740224,3457024,78684160,21426176,1867776,60248064,3497984,49766400,1658880,130781184,6197248,64245760,2785280,3203072,6254592,4161536,1662976,99885056,6078464,1818624,2895872,96059392,4206592,99643392,26243072,6316032
1727212080,15675392,2740224,3395584,88727552,21426176,1867776,60252160,3448832,49688576,1658880,133603328,5914624,64229376,2785280,3366912,6103040,4337664,1662976,101662720,6070272,1802240,2920448,96055296,4206592,99962880,26316800,6250496
1727212110,14995456,2744320,3268608,99446784,21426176,1867776,60252160,3424256,49700864,1658880,217403392,6512640,64086016,2781184,3104768,6381568,4210688,1662976,102887424,6672384,1798144,2957312,96051200,4157440,99786752,26431488,6184960
1727212140,15335424,2744320,3346432,104775680,21426176,1867776,60260352,3547136,49692672,1658880,217972736,6066176,64155648,2781184,3129344,6250496,4091904,1662976,104726528,6148096,1802240,2973696,96063488,4255744,99811328,26816512,6291456
1727212170,14815232,2752512,3538944,104902656,21426176,1867776,60264448,3424256,49721344,1658880,218767360,6139904,63954944,2764800,3346432,6139904,4210688,1662976,107249664,6090752,1814528,2973696,96055296,4132864,99893248,26669056,6258688
1727212200,15454208,2744320,3428352,107216896,21426176,1867776,60264448,3399680,49717248,1658880,222068736,6131712,63950848,2793472,3129344,6041600,4136960,1662976,109076480,6090752,1802240,2953216,96051200,4194304,99958784,26853376,6225920
1727212230,14966784,2744320,3371008,121618432,21426176,1867776,60264448,3407872,49713152,1658880,224858112,6090752,63873024,2785280,3153920,6668288,4186112,1662976,112222208,6045696,1818624,2957312,96059392,4169728,100024320,28422144,6299648
1727212260,15290368,2744320,3317760,128552960,21426176,1867776,60264448,3448832,49733632,1658880,227086336,6115328,63881216,2801664,3121152,6242304,4136960,1662976,114245632,6029312,1798144,2924544,96059392,4182016,100126720,27123712,6328320
1727212290,9670656,2744320,3248128,128565248,21426176,1867776,60264448,3428352,49258496,1658880,228761600,6213632,63881216,2760704,3080192,6012928,4087808,1662976,115904512,5984256,1798144,2867200,96055296,4132864,100159488,27123712,6098944
1727212320,9670656,2744320,3248128,128565248,21426176,1867776,59867136,3428352,49258496,1658880,228761600,6213632,63885312,2760704,3080192,6012928,4087808,1662976,115904512,5984256,1798144,2867200,96055296,4132864,100159488,27123712,6098944
1727212350,9670656,2744320,3244032,128565248,21426176,1867776,59875328,3428352,49238016,1658880,229105664,6213632,64028672,2760704,3080192,6012928,4087808,1662976,115908608,5984256,1798144,2863104,96055296,4132864,100159488,27123712,6098944
1727212380,9670656,2744320,3244032,122654720,21426176,1867776,59875328,3428352,49078272,1658880,95510528,6213632,64028672,2760704,3080192,6012928,4087808,1662976,115908608,5984256,1798144,2863104,96055296,4132864,100159488,27123712,6098944
1727212410,9670656,2744320,3244032,122654720,21426176,1867776,59895808,3428352,49078272,1658880,95526912,6213632,64028672,2760704,3080192,6012928,4087808,1662976,115908608,5984256,1798144,2863104,96055296,4132864,100159488,27123712,6098944
1727212440,9670656,2744320,3244032,122654720,21426176,1867776,59895808,3428352,49078272,1658880,95526912,6213632,64028672,2760704,3080192,6012928,4087808,1662976,115908608,5984256,1798144,2863104,96055296,4132864,100159488,27123712,6098944
1727212470,9670656,2744320,3244032,122654720,21426176,1867776,59908096,3428352,49078272,1658880,95526912,6213632,64036864,2760704,3080192,6012928,4087808,1662976,115912704,5984256,1798144,2863104,96055296,4132864,100159488,27123712,6098944
1727212500,9670656,2744320,3244032,111415296,21426176,1867776,59908096,3428352,49078272,1658880,95526912,6213632,64036864,2760704,3080192,6012928,4087808,1662976,115908608,5984256,1798144,2863104,96055296,4132864,100159488,27123712,6098944
1727212530,9670656,3006464,3244032,111415296,21426176,1867776,60198912,3428352,49078272,1658880,95526912,6213632,64036864,3022848,3080192,6012928,4087808,1662976,115908608,5984256,1798144,2863104,96055296,4132864,100159488,27123712,6098944
1727212560,9670656,3006464,3244032,111419392,21426176,1867776,60592128,3428352,49078272,1658880,95526912,6213632,64036864,2760704,3080192,6012928,4087808,1662976,115908608,5984256,1798144,2863104,96055296,4132864,100159488,27123712,6098944
1727212590,9670656,2744320,3244032,111419392,21426176,1867776,60854272,3428352,49078272,1658880,95526912,6213632,64036864,2760704,3080192,6012928,4087808,1662976,115908608,5984256,1798144,2863104,96317440,4132864,100159488,27123712,6098944
1727212620,9670656,2744320,3244032,111452160,21426176,1867776,60858368,3428352,49078272,1658880,95526912,6213632,64036864,3022848,3080192,6012928,4087808,1662976,115908608,5984256,1798144,2863104,96317440,4132864,100159488,27385856,6098944
1727212650,16187392,2744320,3334144,111464448,21426176,1867776,60854272,3547136,49639424,1658880,95649792,6037504,64053248,2801664,3158016,6205440,4161536,1662976,115920896,6070272,1802240,2920448,96055296,4157440,100192256,27283456,6311936
1727212680,15151104,3006464,3432448,116346880,21426176,1867776,60854272,3399680,49647616,1658880,95707136,6086656,64253952,2785280,3084288,6381568,4210688,1662976,116621312,6098944,1802240,2977792,96055296,4231168,100323328,27410432,6217728
1727212710,15966208,2744320,3403776,122077184,21426176,1867776,60891136,3452928,49659904,1658880,96260096,6111232,64258048,2805760,3108864,6316032,4284416,1662976,118771712,6311936,1798144,2994176,96055296,4206592,100405248,27504640,6311936
1727212740,14786560,2744320,3387392,132075520,21426176,1867776,60891136,3383296,49704960,1658880,98193408,6111232,64253952,2789376,3158016,6029312,4112384,1662976,120979456,6139904,1806336,2953216,96063488,4206592,100495360,27643904,6463488
1727212770,16285696,2756608,3305472,140988416,21426176,1867776,60891136,3448832,49942528,1658880,100814848,6062080,64253952,2785280,3104768,6471680,4071424,1662976,123482112,6176768,1806336,2973696,96063488,4255744,100589568,27803648,6258688
1727212800,15982592,2760704,3444736,140988416,21426176,1867776,60895232,3391488,49684480,1658880,102846464,6062080,64258048,2805760,3129344,6701056,4136960,1662976,125296640,6316032,1802240,3002368,96374784,4132864,100691968,27877376,6225920
1727212830,13979648,2756608,3399680,145903616,21426176,1867776,60895232,3424256,49278976,1658880,109232128,6406144,64262144,2764800,3129344,6115328,4161536,1662976,126951424,6135808,1798144,2969600,96378880,4255744,100737024,27983872,6193152
1727212860,9793536,2756608,3391488,145903616,21426176,1867776,60895232,3424256,49147904,1658880,109232128,6406144,64258048,2764800,3129344,6115328,4161536,1662976,126955520,6135808,1798144,2965504,96382976,4255744,100737024,27996160,6193152
1727212890,9793536,2756608,3387392,145903616,21426176,1867776,60895232,3424256,49131520,1658880,109244416,6406144,64258048,2764800,3129344,6115328,4161536,1662976,126971904,6135808,1798144,2961408,96387072,4255744,100737024,27992064,6193152
1727212920,9793536,2756608,3387392,145903616,21426176,1867776,60895232,3424256,48959488,1658880,109350912,6406144,64258048,2764800,3129344,6115328,4161536,1662976,126971904,6135808,1798144,2961408,96391168,4255744,100741120,27992064,6193152
1727212950,9793536,2756608,3387392,145915904,21426176,1867776,60895232,3424256,48959488,1658880,109363200,6406144,64258048,2764800,3129344,6115328,4161536,1662976,126971904,6135808,1798144,2961408,96391168,4255744,100737024,27992064,6193152
1727212980,9793536,2756608,3387392,145915904,21426176,1867776,60895232,3424256,48959488,1658880,109363200,6406144,64258048,2764800,3129344,6115328,4161536,1662976,126971904,6135808,1798144,2961408,96391168,4255744,100737024,27992064,6193152
1727213010,9793536,2756608,3387392,23838720,21426176,1867776,60895232,3424256,48959488,1658880,109363200,6406144,64258048,2764800,3129344,6115328,4161536,1662976,126971904,6135808,1798144,2961408,96391168,4255744,100737024,27992064,6193152
1727213040,9793536,2756608,3387392,23838720,21426176,1867776,60895232,3424256,48959488,1658880,109367296,6406144,64258048,2764800,3129344,6115328,4161536,1662976,126971904,6135808,1798144,2961408,96391168,4255744,100737024,27992064,6193152
1727213070,9793536,2756608,3387392,22450176,21426176,1867776,60899328,3424256,48959488,1658880,109367296,6406144,64258048,2764800,3129344,6115328,4161536,1662976,126963712,6135808,1798144,2961408,96391168,4255744,100737024,27992064,6193152
1727213100,9793536,2756608,3387392,22450176,21426176,1867776,60899328,3424256,48959488,1658880,109367296,6406144,64258048,2764800,3129344,6115328,4161536,1662976,126967808,6135808,1798144,2961408,96391168,4255744,100737024,27992064,6193152
1727213130,9793536,2756608,3387392,22450176,21426176,1867776,60899328,3424256,48959488,1658880,109371392,6406144,64258048,2764800,3129344,6115328,4161536,1662976,126971904,6135808,1798144,2961408,96391168,4255744,100737024,27992064,6193152
1727213160,9793536,2756608,3387392,22450176,21426176,1867776,60899328,3424256,48959488,1658880,109375488,6406144,64258048,2764800,3129344,6115328,4161536,1662976,126971904,6135808,1798144,2961408,96391168,4255744,100737024,27992064,6193152
1727213190,9793536,2756608,3387392,22450176,21426176,1867776,60899328,3424256,48959488,1658880,109375488,6406144,64258048,2764800,3129344,6115328,4161536,1662976,126971904,6135808,1798144,2961408,96395264,4255744,100999168,27992064,6193152
1727213220,9793536,2756608,3387392,22450176,21426176,1867776,60899328,3424256,48959488,1658880,109375488,6406144,64258048,2764800,3129344,6115328,4161536,1662976,126971904,6135808,1798144,2961408,96391168,4255744,100737024,28254208,6193152
1727213250,9793536,3018752,3387392,22450176,21426176,1867776,60899328,3424256,48959488,1658880,109375488,6406144,64258048,2764800,3129344,6115328,4161536,1662976,126971904,6135808,1798144,2961408,96653312,4255744,100999168,28254208,6193152
1727213280,9793536,3018752,3387392,22450176,21426176,1867776,60899328,3424256,48959488,1658880,109375488,6406144,64258048,3026944,3129344,6115328,4161536,1662976,126971904,6135808,1798144,2961408,96391168,4255744,100737024,27992064,6193152
1727213310,9793536,2756608,3387392,22450176,21426176,1867776,60899328,3424256,48959488,1658880,109371392,6406144,64258048,3026944,3129344,6115328,4161536,1662976,126971904,6135808,1798144,2961408,96391168,4255744,100737024,28254208,6193152
1727213340,9793536,3018752,3387392,22450176,21426176,1867776,60899328,3424256,48959488,1658880,109379584,6406144,64520192,3026944,3129344,6115328,4161536,1662976,126971904,6135808,1798144,2961408,96391168,4255744,100737024,27992064,6193152
1727213370,16302080,2756608,3473408,24039424,21426176,1867776,60899328,3440640,49848320,1658880,109395968,6258688,64262144,2801664,3133440,5931008,4116480,1662976,128393216,6152192,1802240,2994176,96661504,4304896,101019648,28176384,6402048
1727213400,15429632,2756608,3375104,31903744,21426176,1867776,60899328,3424256,49618944,1658880,109465600,6078464,64266240,2777088,3149824,6488064,4161536,1662976,130142208,6094848,1798144,2977792,96661504,4304896,100925440,28295168,6402048
1727213430,16314368,2760704,3452928,36573184,21426176,1867776,60907520,3424256,49623040,1658880,111783936,6184960,64258048,2777088,3104768,6062080,4161536,1662976,132456448,6103040,1798144,2973696,96690176,4329472,101257216,28475392,6324224
1727213460,15904768,2756608,3317760,42262528,21426176,1867776,60907520,3424256,49893376,1658880,112828416,6164480,64266240,2768896,2981888,7630848,4161536,1662976,135385088,6029312,1806336,2908160,96727040,4182016,101093376,28651520,6365184
1727213490,15843328,2756608,3375104,48308224,21426176,1867776,60907520,3731456,49893376,1658880,116699136,6111232,64258048,2805760,3129344,6176768,4165632,1662976,229924864,6176768,1806336,2998272,96735232,4235264,101150720,28749824,6430720
1727213520,17453056,2756608,3317760,54181888,21426176,1867776,60907520,3473408,49631232,1658880,119275520,6041600,64258048,2797568,3031040,6197248,4165632,1662976,230318080,6385664,1802240,2953216,96735232,4182016,101203968,28946432,6299648
1727213550,10096640,2756608,3538944,54239232,21426176,1867776,60907520,3596288,49233920,1658880,120864768,6139904,64258048,2768896,3104768,6340608,4235264,1662976,230211584,6119424,1798144,2945024,96735232,4255744,101335040,29011968,6463488
1727213580,9986048,2756608,3530752,54239232,21426176,1867776,60907520,3596288,49225728,1658880,120938496,6139904,64258048,2764800,3104768,6340608,4235264,1662976,230211584,6119424,1798144,2936832,96735232,4255744,101335040,29011968,6463488
1727213610,9986048,2756608,3530752,54239232,21426176,1867776,60907520,3596288,49221632,1658880,121008128,6139904,64258048,2764800,3104768,6340608,4235264,1662976,230256640,6119424,1798144,2936832,96735232,4255744,101335040,29011968,6463488
1727213640,9986048,2756608,3530752,54280192,21426176,1867776,60907520,3596288,49049600,1658880,121008128,6139904,64258048,2764800,3104768,6340608,4235264,1662976,230256640,6119424,1798144,2936832,96735232,4255744,101335040,29011968,6463488
1727213670,9986048,2756608,3530752,54280192,21426176,1867776,60907520,3596288,49049600,1658880,121024512,6139904,64258048,2764800,3104768,6340608,4235264,1662976,230256640,6119424,1798144,2936832,96735232,4255744,101335040,29020160,6463488
1727213700,9986048,2756608,3530752,54280192,21426176,1867776,60911616,3596288,49049600,1658880,121032704,6139904,64258048,2764800,3104768,6340608,4235264,1662976,230260736,6119424,1798144,2936832,96735232,4255744,101335040,29020160,6463488
1727213730,9986048,2756608,3530752,54280192,21426176,1867776,60911616,3596288,49049600,1658880,121323520,6139904,64258048,2764800,3104768,6340608,4235264,1662976,97800192,6119424,1798144,2936832,96735232,4255744,101335040,29020160,6463488
1727213760,9986048,2756608,3530752,48279552,21426176,1867776,60911616,3596288,49049600,1658880,121466880,6139904,64258048,3026944,3104768,6340608,4235264,1662976,97804288,6119424,1798144,2936832,96735232,4255744,101335040,29020160,6463488
1727213790,9986048,2756608,3530752,48279552,21426176,1867776,60911616,3596288,49049600,1658880,121466880,6139904,64258048,2764800,3104768,6340608,4235264,1662976,97820672,6119424,1798144,2936832,96735232,4255744,101335040,29020160,6463488
1727213820,9986048,2756608,3530752,48279552,21426176,1867776,60911616,3596288,49049600,1658880,121470976,6139904,64258048,2764800,3104768,6340608,4235264,1662976,97820672,6119424,1798144,2936832,96735232,4255744,101335040,29020160,6463488
1727213850,9986048,2756608,3530752,48279552,21426176,1867776,60911616,3596288,49049600,1658880,121470976,6139904,64258048,2764800,3104768,6340608,4235264,1662976,97820672,6119424,1798144,2936832,96735232,4255744,101335040,29020160,6463488
1727213880,9986048,2756608,3530752,48279552,21426176,1867776,60911616,3596288,49049600,1658880,121470976,6139904,64262144,2764800,3104768,6340608,4235264,1662976,97820672,6119424,1798144,2936832,96735232,4255744,101335040,29020160,6463488
1727213910,9986048,2756608,3530752,48279552,21426176,1867776,60915712,3596288,49049600,1658880,121470976,6139904,64266240,2764800,3104768,6340608,4235264,1662976,97820672,6119424,1798144,2936832,96735232,4255744,101335040,29020160,6463488
1727213940,9986048,2756608,3530752,48279552,21426176,1867776,60911616,3596288,49049600,1658880,121470976,6139904,64266240,2764800,3104768,6340608,4235264,1662976,97820672,6119424,1798144,2936832,96735232,4255744,101335040,29020160,6463488
1727213970,9986048,2756608,3530752,48279552,21426176,1867776,60911616,3596288,49049600,1658880,121475072,6139904,64266240,2764800,3104768,6340608,4235264,1662976,97820672,6119424,1798144,2936832,96735232,4255744,101335040,29020160,6463488
