"Time","Requests per Second"
1712655870000,794
1712655900000,556
1712655930000,563
1712655960000,959
1712655990000,867
1712656020000,960
1712656050000,863
1712656080000,382
1712656110000,487
1712656140000,694
1712656170000,960
1712656200000,878
1712656230000,960
1712656260000,867
1712656290000,887
1712656320000,875
1712656350000,959
1712656380000,900
1712656410000,960
1712656440000,898
1712656470000,960
1712656500000,886
1712656530000,960
1712656560000,871
1712656590000,958
1712656620000,877
1712656650000,961
1712656680000,889
1712656710000,960
1712656740000,880
1712656770000,961
1712656800000,867
1712656830000,964
1712656860000,910
1712656890000,947
1712656920000,960
1712656950000,888
1712656980000,960
1712657010000,889
1712657040000,961
1712657070000,883
1712657100000,960
1712657130000,852
1712657160000,959
1712657190000,893
1712657220000,959
1712657250000,884
1712657280000,960
1712657310000,886
1712657340000,960
1712657370000,890
1712657400000,961
1712657430000,888
1712657460000,960
1712657490000,890
1712657520000,961
1712657550000,886
1712657580000,960
1712657610000,884
1712657640000,961
1712657670000,874
1712657700000,955
1712657730000,861
1712657760000,963
1712657790000,890
1712657820000,960
1712657850000,874
1712657880000,145
1712657910000,171
1712657940000,887
1712657970000,960
1712658000000,884
1712658030000,961
1712658060000,887
1712658090000,960
1712658120000,892
1712658150000,960
1712658180000,895
1712658210000,961
1712658240000,307
1712658270000,61
1712658300000,89
1712658330000,120
1712658360000,110
1712658390000,120
1712658420000,111
1712658450000,120
1712658480000,112
1712658510000,120
1712658540000,108
1712658570000,119
1712658600000,105
1712658630000,121
1712658660000,107
1712658690000,116
1712658720000,116
1712658750000,100
1712658780000,119
1712658810000,101
1712658840000,121
1712658870000,100
1712658900000,121
1712658930000,61
1712658960000,57
1712658990000,78
1712659020000,120
1712659050000,104
1712659080000,120
1712659110000,104
1712659140000,120
1712659170000,109
1712659200000,121
1712659230000,116
1712659260000,114
1712659290000,120
1712659320000,111
1712659350000,120
1712659380000,102
1712659410000,111
1712659440000,81
1712659470000,121
1712659500000,97
1712659530000,117
1712659560000,98
1712659590000,121
1712659620000,107
1712659650000,120
1712659680000,107
1712659710000,120
1712659740000,111
1712659770000,117
1712659800000,120
1712659830000,35
1712659860000,37
1712659890000,93
1712659920000,119
1712659950000,106
1712659980000,119
1712660010000,38
1712660040000,0
1712660070000,0
1712660100000,0
1712660130000,0
1712660160000,0
1712660190000,0
1712660220000,0
1712660250000,0
1712660280000,0
1712660310000,0
1712660340000,0
1712660370000,0
1712660400000,0
1712660430000,0
1712660460000,0
1712660490000,0
1712660520000,0
1712660550000,0
1712660580000,0
1712660610000,0
1712660640000,0
1712660670000,0
1712660700000,0
1712660730000,0
1712660760000,0
1712660790000,0
1712660820000,0
1712660850000,0
1712660880000,0
1712660910000,597
1712660940000,1080
1712660970000,987
1712661000000,1078
1712661030000,992
1712661060000,1079
1712661090000,798
1712661120000,603
1712661150000,705
1712661180000,1080
1712661210000,969
1712661240000,1078
1712661270000,874
1712661300000,398
1712661330000,415
1712661360000,432
1712661390000,338
1712661420000,994
1712661450000,1081
1712661480000,980
1712661510000,1079
1712661540000,978
1712661570000,1082
1712661600000,953
1712661630000,1079
1712661660000,1011
1712661690000,1080
1712661720000,1010
1712661750000,1080
1712661780000,1000
1712661810000,1079
1712661840000,980
1712661870000,1035
1712661900000,934
1712661930000,1080
1712661960000,999
1712661990000,1080
1712662020000,990
1712662050000,1083
1712662080000,984
1712662110000,1080
1712662140000,1009
1712662170000,1080
1712662200000,999
1712662230000,1080
1712662260000,998
1712662290000,1079
1712662320000,1056
1712662350000,1019
1712662380000,1080
1712662410000,854
1712662440000,969
1712662470000,991
1712662500000,1080
1712662530000,999
1712662560000,1080
1712662590000,992
1712662620000,1080
1712662650000,1002
1712662680000,1080
1712662710000,996
1712662740000,1080
1712662770000,1005
1712662800000,1080
1712662830000,1001
1712662860000,1079
1712662890000,993
1712662920000,1081
1712662950000,990
1712662980000,1067
1712663010000,989
1712663040000,1081
1712663070000,1004
1712663100000,1080
1712663130000,844
1712663160000,162
1712663190000,196
1712663220000,1079
1712663250000,1028
1712663280000,1053
1712663310000,1080
1712663340000,996
1712663370000,1081
1712663400000,1002
1712663430000,1080
1712663460000,1009
1712663490000,1080
1712663520000,230
1712663550000,60
1712663580000,96
1712663610000,120
1712663640000,112
1712663670000,120
1712663700000,112
1712663730000,120
1712663760000,108
1712663790000,120
1712663820000,107
1712663850000,120
1712663880000,104
1712663910000,120
1712663940000,103
1712663970000,120
1712664000000,102
1712664030000,115
1712664060000,108
1712664090000,112
1712664120000,119
1712664150000,98
1712664180000,120
1712664210000,54
1712664240000,56
1712664270000,80
1712664300000,121
1712664330000,104
1712664360000,119
1712664390000,104
1712664420000,120
1712664450000,111
1712664480000,118
1712664510000,111
1712664540000,120
1712664570000,118
1712664600000,113
1712664630000,120
1712664660000,103
1712664690000,107
1712664720000,93
1712664750000,121
1712664780000,99
1712664810000,114
1712664840000,96
1712664870000,120
1712664900000,107
1712664930000,120
1712664960000,107
1712664990000,120
1712665020000,108
1712665050000,120
1712665080000,117
1712665110000,31
1712665140000,36
1712665170000,92
1712665200000,118
1712665230000,106
1712665260000,120
1712665290000,33
1712665320000,0
1712665350000,0
1712665380000,0
1712665410000,0
1712665440000,0
1712665470000,0
1712665500000,0
1712665530000,0
1712665560000,0
1712665590000,0
1712665620000,0
1712665650000,0
1712665680000,0
1712665710000,0
1712665740000,0
1712665770000,0
1712665800000,0
1712665830000,0
1712665860000,0
1712665890000,0
1712665920000,0
1712665950000,0
1712665980000,0
1712666010000,0
1712666040000,0
1712666070000,0
1712666100000,0
1712666130000,0
1712666160000,0
1712666190000,71
1712666220000,120
1712666250000,112
1712666280000,120
1712666310000,114
1712666340000,120
1712666370000,112
1712666400000,120
1712666430000,112
1712666460000,120
1712666490000,112
1712666520000,120
1712666550000,107
1712666580000,119
1712666610000,113
1712666640000,119
1712666670000,114
1712666700000,120
1712666730000,113
1712666760000,120
1712666790000,115
1712666820000,118
1712666850000,120
1712666880000,113
1712666910000,120
1712666940000,112
1712666970000,120
1712667000000,114
1712667030000,120
1712667060000,112
1712667090000,120
1712667120000,114
1712667150000,120
1712667180000,113
1712667210000,120
1712667240000,114
1712667270000,120
1712667300000,113
1712667330000,120
1712667360000,113
1712667390000,120
1712667420000,114
1712667450000,119
1712667480000,114
1712667510000,120
1712667540000,114
1712667570000,119
1712667600000,111
1712667630000,120
1712667660000,114
1712667690000,120
1712667720000,112
1712667750000,121
1712667780000,115
1712667810000,118
1712667840000,120
1712667870000,113
1712667900000,120
1712667930000,113
1712667960000,120
1712667990000,114
1712668020000,120
1712668050000,113
1712668080000,121
1712668110000,113
1712668140000,120
1712668170000,113
1712668200000,120
1712668230000,112
1712668260000,120
1712668290000,113
1712668320000,120
1712668350000,93
1712668380000,88
1712668410000,96
1712668440000,120
1712668470000,114
1712668500000,120
1712668530000,114
1712668560000,120
1712668590000,114
1712668620000,120
1712668650000,114
1712668680000,120
1712668710000,107
1712668740000,16
1712668770000,30
1712668800000,30
1712668830000,30
1712668860000,28
1712668890000,30
1712668920000,29
1712668950000,30
1712668980000,29
1712669010000,30
1712669040000,29
1712669070000,30
1712669100000,29
1712669130000,30
1712669160000,28
1712669190000,30
1712669220000,29
1712669250000,29
1712669280000,27
1712669310000,24
1712669340000,25
1712669370000,29
1712669400000,30
1712669430000,14
1712669460000,14
1712669490000,25
1712669520000,30
1712669550000,26
1712669580000,28
1712669610000,25
1712669640000,28
1712669670000,27
1712669700000,30
1712669730000,28
1712669760000,30
1712669790000,30
1712669820000,29
1712669850000,30
1712669880000,28
1712669910000,30
1712669940000,27
1712669970000,25
1712670000000,24
1712670030000,29
1712670060000,28
1712670090000,28
1712670120000,28
1712670150000,30
1712670180000,29
1712670210000,30
1712670240000,30
1712670270000,29
1712670300000,29
1712670330000,29
1712670360000,29
1712670390000,15
1712670420000,9
1712670450000,19
1712670480000,29
1712670510000,29
1712670540000,30
1712670570000,19
1712670600000,0
1712670630000,0
1712670660000,0
1712670690000,0
1712670720000,0
1712670750000,0
1712670780000,0
1712670810000,0
1712670840000,0
1712670870000,0
1712670900000,0
1712670930000,0
1712670960000,0
1712670990000,0
1712671020000,0
1712671050000,0
1712671080000,0
1712671110000,0
1712671140000,0
1712671170000,0
1712671200000,0
1712671230000,0
1712671260000,0
1712671290000,0
1712671320000,0
1712671350000,0
1712671380000,0
1712671410000,0
1712671440000,0
1712671470000,76
1712671500000,300
1712671530000,276
1712671560000,301
1712671590000,279
1712671620000,300
1712671650000,274
1712671680000,300
1712671710000,275
1712671740000,297
1712671770000,293
1712671800000,282
1712671830000,299
1712671860000,264
1712671890000,300
1712671920000,274
1712671950000,300
1712671980000,275
1712672010000,301
1712672040000,274
1712672070000,300
1712672100000,267
1712672130000,300
1712672160000,282
1712672190000,300
1712672220000,284
1712672250000,300
1712672280000,279
1712672310000,300
1712672340000,275
1712672370000,300
1712672400000,280
1712672430000,300
1712672460000,280
1712672490000,301
1712672520000,277
1712672550000,301
1712672580000,275
1712672610000,300
1712672640000,283
1712672670000,300
1712672700000,280
1712672730000,299
1712672760000,296
1712672790000,285
1712672820000,300
1712672850000,280
1712672880000,300
1712672910000,273
1712672940000,300
1712672970000,278
1712673000000,300
1712673030000,279
1712673060000,300
1712673090000,278
1712673120000,300
1712673150000,282
1712673180000,300
1712673210000,279
1712673240000,300
1712673270000,281
1712673300000,301
1712673330000,280
1712673360000,300
1712673390000,279
1712673420000,299
1712673450000,279
1712673480000,300
1712673510000,275
1712673540000,300
1712673570000,282
1712673600000,300
1712673630000,255
1712673660000,161
1712673690000,156
1712673720000,300
1712673750000,287
1712673780000,295
1712673810000,300
1712673840000,281
1712673870000,300
1712673900000,283
1712673930000,300
1712673960000,283
1712673990000,300
1712674020000,70
1712674050000,30
1712674080000,29
1712674110000,30
1712674140000,29
1712674170000,30
1712674200000,29
1712674230000,30
1712674260000,29
1712674290000,30
1712674320000,29
1712674350000,30
1712674380000,28
1712674410000,31
1712674440000,28
1712674470000,30
1712674500000,30
1712674530000,28
1712674560000,29
1712674590000,24
1712674620000,25
1712674650000,25
1712674680000,30
1712674710000,21
1712674740000,15
1712674770000,18
1712674800000,29
1712674830000,28
1712674860000,27
1712674890000,24
1712674920000,30
1712674950000,30
1712674980000,29
1712675010000,30
1712675040000,29
1712675070000,30
1712675100000,28
1712675130000,30
1712675160000,28
1712675190000,27
1712675220000,24
1712675250000,27
1712675280000,30
1712675310000,27
1712675340000,27
1712675370000,29
1712675400000,30
1712675430000,28
1712675460000,30
1712675490000,29
1712675520000,30
1712675550000,27
1712675580000,30
1712675610000,20
1712675640000,9
1712675670000,13
1712675700000,30
1712675730000,29
1712675760000,30
1712675790000,28
1712675820000,0
1712675850000,0
1712675880000,0
1712675910000,0
1712675940000,0
1712675970000,0
1712676000000,0
1712676030000,0
1712676060000,0
1712676090000,0
1712676120000,0
1712676150000,0
1712676180000,0
1712676210000,0
1712676240000,0
1712676270000,0
1712676300000,0
1712676330000,0
1712676360000,0
1712676390000,0
1712676420000,0
1712676450000,0
1712676480000,0
1712676510000,0
1712676540000,0
1712676570000,0
1712676600000,0
1712676630000,0
1712676660000,0
1712676690000,0
1712676720000,902
1712676750000,960
1712676780000,879
1712676810000,958
1712676840000,884
1712676870000,961
1712676900000,561
1712676930000,578
1712676960000,786
1712676990000,959
1712677020000,863
1712677050000,959
1712677080000,601
1712677110000,371
1712677140000,652
1712677170000,961
1712677200000,873
1712677230000,961
1712677260000,870
1712677290000,888
1712677320000,868
1712677350000,960
1712677380000,900
1712677410000,960
1712677440000,897
1712677470000,960
1712677500000,886
1712677530000,959
1712677560000,875
1712677590000,950
1712677620000,920
1712677650000,925
1712677680000,959
1712677710000,890
1712677740000,960
1712677770000,880
1712677800000,960
1712677830000,877
1712677860000,960
1712677890000,898
1712677920000,959
1712677950000,888
1712677980000,960
1712678010000,889
1712678040000,959
1712678070000,886
1712678100000,960
1712678130000,840
1712678160000,941
1712678190000,881
1712678220000,960
1712678250000,884
1712678280000,960
1712678310000,883
1712678340000,960
1712678370000,892
1712678400000,959
1712678430000,888
1712678460000,960
1712678490000,891
1712678520000,960
1712678550000,888
1712678580000,960
1712678610000,892
1712678640000,951
1712678670000,944
1712678700000,892
1712678730000,953
1712678760000,873
1712678790000,959
1712678820000,888
1712678850000,960
1712678880000,260
1712678910000,155
1712678940000,669
1712678970000,960
1712679000000,888
1712679030000,960
1712679060000,889
1712679090000,960
1712679120000,890
1712679150000,961
1712679180000,896
1712679210000,960
1712679240000,562
1712679270000,53
1712679300000,72
1712679330000,120
1712679360000,112
1712679390000,119
1712679420000,111
1712679450000,120
1712679480000,113
1712679510000,120
1712679540000,119
1712679570000,108
1712679600000,120
1712679630000,104
1712679660000,120
1712679690000,104
1712679720000,120
1712679750000,97
1712679780000,117
1712679810000,101
1712679840000,120
1712679870000,100
1712679900000,120
1712679930000,75
1712679960000,55
1712679990000,57
1712680020000,120
1712680050000,107
1712680080000,119
1712680110000,105
1712680140000,118
1712680170000,120
1712680200000,110
1712680230000,119
1712680260000,109
1712680290000,120
1712680320000,111
1712680350000,120
1712680380000,107
1712680410000,108
1712680440000,87
1712680470000,121
1712680500000,101
1712680530000,114
1712680560000,99
1712680590000,119
1712680620000,114
1712680650000,112
1712680680000,120
1712680710000,107
1712680740000,121
1712680770000,108
1712680800000,119
1712680830000,51
1712680860000,36
1712680890000,60
1712680920000,120
1712680950000,106
1712680980000,119
1712681010000,74
1712681040000,0
1712681070000,0
1712681100000,0
1712681130000,0
1712681160000,0
1712681190000,0
1712681220000,0
1712681250000,0
1712681280000,0
1712681310000,0
1712681340000,0
1712681370000,0
1712681400000,0
1712681430000,0
1712681460000,0
1712681490000,0
1712681520000,0
1712681550000,0
1712681580000,0
1712681610000,0
1712681640000,0
1712681670000,0
1712681700000,0
1712681730000,0
1712681760000,0
1712681790000,0
1712681820000,0
1712681850000,0
1712681880000,0
1712681910000,275
1712681940000,1200
1712681970000,959
1712682000000,601
1712682030000,733
1712682060000,1201
1712682090000,1075
1712682120000,523
1712682150000,525
1712682180000,1142
1712682210000,1189
1712682240000,787
1712682270000,1017
1712682300000,439
1712682330000,455
1712682360000,401
1712682390000,468
1712682420000,881
1712682450000,1200
1712682480000,1095
1712682510000,1202
1712682540000,1065
1712682570000,939
1712682600000,1032
1712682630000,1200
1712682660000,1121
1712682690000,1200
1712682720000,1124
1712682750000,1201
1712682780000,1105
1712682810000,1200
1712682840000,1078
1712682870000,829
1712682900000,899
1712682930000,1198
1712682960000,1108
1712682990000,1201
1712683020000,1119
1712683050000,1183
1712683080000,1183
1712683110000,1105
1712683140000,1200
1712683170000,1118
1712683200000,1199
1712683230000,1110
1712683260000,1199
1712683290000,1109
1712683320000,1201
1712683350000,1101
1712683380000,1200
1712683410000,903
1712683440000,919
1712683470000,1021
1712683500000,1201
1712683530000,1104
1712683560000,1199
1712683590000,1105
1712683620000,1200
1712683650000,1113
1712683680000,1200
1712683710000,1107
1712683740000,1199
1712683770000,1116
1712683800000,1201
1712683830000,1106
1712683860000,1201
1712683890000,1103
1712683920000,1097
1712683950000,1098
1712683980000,1199
1712684010000,1091
1712684040000,1190
1712684070000,1171
1712684100000,1141
1712684130000,1200
1712684160000,161
1712684190000,150
1712684220000,934
1712684250000,1200
1712684280000,1106
1712684310000,1199
1712684340000,1109
1712684370000,1200
1712684400000,1107
1712684430000,1201
1712684460000,1119
1712684490000,1201
1712684520000,591
1712684550000,60
1712684580000,76
1712684610000,121
1712684640000,111
1712684670000,120
1712684700000,111
1712684730000,120
1712684760000,111
1712684790000,120
1712684820000,112
1712684850000,114
1712684880000,120
1712684910000,103
1712684940000,120
1712684970000,101
1712685000000,119
1712685030000,97
1712685060000,114
1712685090000,99
1712685120000,120
1712685150000,101
1712685180000,120
1712685210000,74
1712685240000,55
1712685270000,40
1712685300000,104
1712685330000,103
1712685360000,119
1712685390000,106
1712685420000,117
1712685450000,120
1712685480000,111
1712685510000,120
1712685540000,109
1712685570000,120
1712685600000,111
1712685630000,120
1712685660000,103
1712685690000,107
1712685720000,94
1712685750000,121
1712685780000,97
1712685810000,113
1712685840000,96
1712685870000,120
1712685900000,107
1712685930000,120
1712685960000,109
1712685990000,118
1712686020000,119
1712686050000,108
1712686080000,120
1712686110000,38
1712686140000,37
1712686170000,72
1712686200000,121
1712686230000,109
1712686260000,120
1712686290000,57
1712686320000,0
1712686350000,0
1712686380000,0
1712686410000,0
1712686440000,0
1712686470000,0
1712686500000,0
1712686530000,0
1712686560000,0
1712686590000,0
1712686620000,0
1712686650000,0
1712686680000,0
1712686710000,0
1712686740000,0
1712686770000,0
1712686800000,0
1712686830000,0
1712686860000,0
1712686890000,0
1712686920000,0
1712686950000,0
1712686980000,0
1712687010000,0
1712687040000,0
1712687070000,0
1712687100000,0
1712687130000,0
1712687160000,0
1712687190000,202
1712687220000,540
1712687250000,484
1712687280000,541
1712687310000,499
1712687340000,541
1712687370000,489
1712687400000,540
1712687430000,486
1712687460000,540
1712687490000,485
1712687520000,540
1712687550000,492
1712687580000,397
1712687610000,451
1712687640000,506
1712687670000,540
1712687700000,495
1712687730000,539
1712687760000,490
1712687790000,540
1712687820000,491
1712687850000,541
1712687880000,507
1712687910000,540
1712687940000,507
1712687970000,540
1712688000000,499
1712688030000,540
1712688060000,492
1712688090000,540
1712688120000,492
1712688150000,541
1712688180000,499
1712688210000,540
1712688240000,495
1712688270000,539
1712688300000,496
1712688330000,540
1712688360000,506
1712688390000,540
1712688420000,503
1712688450000,539
1712688480000,501
1712688510000,540
1712688540000,499
1712688570000,541
1712688600000,523
1712688630000,502
1712688660000,540
1712688690000,500
1712688720000,541
1712688750000,499
1712688780000,539
1712688810000,498
1712688840000,539
1712688870000,504
1712688900000,540
1712688930000,501
1712688960000,540
1712688990000,505
1712689020000,540
1712689050000,501
1712689080000,540
1712689110000,498
1712689140000,540
1712689170000,496
1712689200000,537
1712689230000,493
1712689260000,539
1712689290000,505
1712689320000,540
1712689350000,395
1712689380000,159
1712689410000,213
1712689440000,541
1712689470000,501
1712689500000,540
1712689530000,499
1712689560000,540
1712689590000,511
1712689620000,534
1712689650000,540
1712689680000,503
1712689710000,541
1712689740000,51
1712689770000,30
1712689800000,52
1712689830000,60
1712689860000,56
1712689890000,60
1712689920000,57
1712689950000,60
1712689980000,57
1712690010000,60
1712690040000,55
1712690070000,60
1712690100000,54
1712690130000,61
1712690160000,54
1712690190000,60
1712690220000,52
1712690250000,58
1712690280000,53
1712690310000,57
1712690340000,60
1712690370000,54
1712690400000,60
1712690430000,26
1712690460000,28
1712690490000,44
1712690520000,60
1712690550000,51
1712690580000,57
1712690610000,54
1712690640000,60
1712690670000,55
1712690700000,61
1712690730000,54
1712690760000,60
1712690790000,57
1712690820000,60
1712690850000,60
1712690880000,48
1712690910000,54
1712690940000,49
1712690970000,60
1712691000000,45
1712691030000,57
1712691060000,51
1712691090000,60
1712691120000,56
1712691150000,60
1712691180000,56
1712691210000,60
1712691240000,56
1712691270000,60
1712691300000,49
1712691330000,16
1712691360000,18
1712691390000,57
1712691420000,54
1712691450000,55
1712691480000,61
1712691510000,7
1712691540000,0
1712691570000,0
1712691600000,0
1712691630000,0
1712691660000,0
1712691690000,0
1712691720000,0
1712691750000,0
1712691780000,0
1712691810000,0
1712691840000,0
1712691870000,0
1712691900000,0
1712691930000,0
1712691960000,0
1712691990000,0
1712692020000,0
1712692050000,0
1712692080000,0
1712692110000,0
1712692140000,0
1712692170000,0
1712692200000,0
1712692230000,0
1712692260000,0
1712692290000,0
1712692320000,0
1712692350000,0
1712692380000,0
1712692410000,0
1712692440000,0
1712692470000,0
1712692500000,0
1712692530000,0
1712692560000,0
1712692590000,0
1712692620000,0
1712692650000,0
1712692680000,0
1712692710000,0
1712692740000,0
1712692770000,0
1712692800000,0
1712692830000,0
1712692860000,0
1712692890000,0
1712692920000,0
1712692950000,0
1712692980000,0
1712693010000,0
1712693040000,0
1712693070000,0
1712693100000,0
1712693130000,0
1712693160000,0
1712693190000,0
1712693220000,0
1712693250000,0
1712693280000,0
1712693310000,0
1712693340000,0
1712693370000,0
1712693400000,0
1712693430000,0
1712693460000,0
1712693490000,0
1712693520000,0
1712693550000,0
1712693580000,0
1712693610000,0
1712693640000,0
1712693670000,0
1712693700000,0
1712693730000,0
1712693760000,0
1712693790000,0
1712693820000,0
1712693850000,0
1712693880000,0
1712693910000,0
1712693940000,0
1712693970000,0
1712694000000,0
1712694030000,0
1712694060000,0
1712694090000,0
1712694120000,0
1712694150000,0
1712694180000,0
1712694210000,0
1712694240000,0
1712694270000,0
1712694300000,0
1712694330000,0
1712694360000,0
