"Time","Memory Requested","Memory Used"
1712651040000,38990381056,18793484288
1712651070000,38990381056,18661232640
1712651100000,38990381056,18638651392
1712651130000,38990381056,18848849920
1712651160000,38990381056,18515496960
1712651190000,38990381056,18061582336
1712651220000,38990381056,17978032128
1712651250000,38990381056,17983422464
1712651280000,38990381056,18167201792
1712651310000,38990381056,18242330624
1712651340000,38990381056,17971191808
1712651370000,38990381056,18053128192
1712651400000,38990381056,18137960448
1712651430000,38990381056,18515972096
1712651460000,38990381056,18899476480
1712651490000,38990381056,18366119936
1712651520000,38990381056,18007117824
1712651550000,38990381056,18002219008
1712651580000,38990381056,18394857472
1712651610000,38990381056,18742591488
1712651640000,38990381056,18475413504
1712651670000,38990381056,18575912960
1712651700000,38990381056,18718957568
1712651730000,38990381056,18959249408
1712651760000,38990381056,18991157248
1712651790000,38990381056,19001470976
1712651820000,38990381056,18743771136
1712651850000,38990381056,18512728064
1712651880000,38990381056,18480488448
1712651910000,38990381056,18461556736
1712651940000,38990381056,18581934080
1712651970000,38990381056,18529980416
1712652000000,38990381056,18320007168
1712652030000,38990381056,18171551744
1712652060000,38990381056,18254135296
1712652090000,38990381056,18451865600
1712652120000,38990381056,18705383424
1712652150000,38990381056,18747691008
1712652180000,38990381056,19000700928
1712652210000,38990381056,19051757568
1712652240000,38990381056,19242520576
1712652270000,38990381056,19259568128
1712652300000,38990381056,19235774464
1712652330000,38990381056,19244879872
1712652360000,38990381056,19034918912
1712652390000,38990381056,19048501248
1712652420000,38990381056,18957885440
1712652450000,38990381056,18971725824
1712652480000,38990381056,18951610368
1712652510000,38990381056,19362123776
1712652540000,38990381056,19353522176
1712652570000,38990381056,19370381312
1712652600000,38990381056,18978893824
1712652630000,38990381056,18821042176
1712652660000,38990381056,18784804864
1712652690000,38990381056,19911647232
1712652720000,38990381056,20068057088
1712652750000,38990381056,19360903168
1712652780000,38990381056,19588030464
1712652810000,38990381056,19616178176
1712652840000,38990381056,19242352640
1712652870000,38990381056,18628562944
1712652900000,38990381056,18747031552
1712652930000,38990381056,18698027008
1712652960000,38990381056,18817171456
1712652990000,38990381056,18783817728
1712653020000,38990381056,18763722752
1712653050000,38990381056,19489390592
1712653080000,38990381056,20528664576
1712653110000,38990381056,20549488640
1712653140000,38990381056,20527628288
1712653170000,38990381056,20684705792
1712653200000,38990381056,20646834176
1712653230000,38990381056,20809138176
1712653260000,38990381056,20828483584
1712653290000,38990381056,20769099776
1712653320000,38990381056,20701720576
1712653350000,38990381056,20764557312
1712653380000,38990381056,19482341376
1712653410000,38990381056,19521576960
1712653440000,38990381056,19605200896
1712653470000,38990381056,19612250112
1712653500000,38990381056,19655254016
1712653530000,38990381056,19651137536
1712653560000,38990381056,20041887744
1712653590000,38990381056,20151685120
1712653620000,38990381056,20003655680
1712653650000,38990381056,19699359744
1712653680000,38990381056,19923714048
1712653710000,38990381056,20100104192
1712653740000,38990381056,20018823168
1712653770000,38990381056,19921219584
1712653800000,38990381056,19966619648
1712653830000,38990381056,19998212096
1712653860000,38990381056,20091060224
1712653890000,38990381056,19380183040
1712653920000,38990381056,19793350656
1712653950000,38990381056,19367702528
1712653980000,38990381056,19411648512
1712654010000,38990381056,19383316480
1712654040000,38990381056,19289022464
1712654070000,38990381056,19347013632
1712654100000,38990381056,19389079552
1712654130000,38990381056,19383529472
1712654160000,38990381056,19414593536
1712654190000,38990381056,19414839296
1712654220000,38990381056,19272409088
1712654250000,38990381056,19235536896
1712654280000,38990381056,19524816896
1712654310000,38990381056,19697303552
1712654340000,38990381056,20015636480
1712654370000,38990381056,19721736192
1712654400000,38990381056,19428143104
1712654430000,38990381056,19115819008
1712654460000,38990381056,19180437504
1712654490000,38990381056,19196137472
1712654520000,38990381056,19185078272
1712654550000,38990381056,19242536960
1712654580000,38990381056,19247771648
1712654610000,38990381056,19351519232
1712654640000,38990381056,19759771648
1712654670000,38990381056,19855937536
1712654700000,38990381056,19822518272
1712654730000,38990381056,19961389056
1712654760000,38990381056,19919183872
1712654790000,38990381056,20012077056
1712654820000,38990381056,19902472192
1712654850000,38990381056,19911319552
1712654880000,38990381056,19833421824
1712654910000,38990381056,19748012032
1712654940000,38990381056,19805454336
1712654970000,38990381056,19808034816
1712655000000,38990381056,19759550464
1712655030000,38990381056,19706753024
1712655060000,38990381056,19707723776
1712655090000,38990381056,19669139456
1712655120000,38990381056,19657936896
1712655150000,38990381056,19711361024
1712655180000,38990381056,19693686784
1712655210000,38990381056,19674976256
1712655240000,38990381056,19595640832
1712655270000,38990381056,19712204800
1712655300000,38990381056,19703934976
1712655330000,38990381056,19647561728
1712655360000,38990381056,19695931392
1712655390000,38990381056,19608096768
1712655420000,38990381056,19695460352
1712655450000,38990381056,19596197888
1712655480000,38990381056,19593031680
1712655510000,38990381056,19621056512
1712655540000,38990381056,19651096576
1712655570000,38990381056,19596271616
1712655600000,38990381056,19603562496
1712655630000,38990381056,19572170752
1712655660000,38990381056,19517177856
1712655690000,38990381056,19525898240
1712655720000,38990381056,19568312320
1712655750000,38990381056,19294683136
1712655780000,38990381056,19746889728
1712655810000,38990381056,20080136192
1712655840000,38990381056,19974955008
1712655870000,38990381056,19702145024
1712655900000,38990381056,19695628288
1712655930000,38990381056,19454636032
1712655960000,38990381056,19546861568
1712655990000,38990381056,19682131968
1712656020000,38990381056,19758960640
1712656050000,38990381056,20270219264
1712656080000,38990381056,20258250752
1712656110000,38990381056,20157681664
1712656140000,38990381056,20498055168
1712656170000,38990381056,19924848640
1712656200000,38990381056,19909111808
1712656230000,38990381056,19531472896
1712656260000,38990381056,19621543936
1712656290000,38990381056,20337565696
1712656320000,38990381056,19866771456
1712656350000,38990381056,19754766336
1712656380000,38990381056,19562323968
1712656410000,38990381056,19301400576
1712656440000,38990381056,19384520704
1712656470000,38990381056,19385921536
1712656500000,38990381056,19648704512
1712656530000,38990381056,19563196416
1712656560000,38990381056,19642851328
1712656590000,38990381056,19924193280
1712656620000,38990381056,20022939648
1712656650000,38990381056,19915767808
1712656680000,38990381056,19143380992
1712656710000,38990381056,19195641856
1712656740000,38990381056,19631292416
1712656770000,38990381056,19812634624
1712656800000,38990381056,19493380096
1712656830000,38990381056,19761549312
1712656860000,38990381056,19808272384
1712656890000,38990381056,19932299264
1712656920000,38990381056,19969052672
1712656950000,38990381056,19781267456
1712656980000,38990381056,19672535040
1712657010000,38990381056,19693195264
1712657040000,38990381056,19561349120
1712657070000,38990381056,19497775104
1712657100000,38990381056,19615903744
1712657130000,38990381056,19603009536
1712657160000,38990381056,19342852096
1712657190000,38990381056,19274907648
1712657220000,38990381056,19395981312
1712657250000,38990381056,19654381568
1712657280000,38990381056,19883806720
1712657310000,38990381056,20105216000
1712657340000,38990381056,20161728512
1712657370000,38990381056,20265906176
1712657400000,38990381056,20342509568
1712657430000,38990381056,20159373312
1712657460000,38990381056,20058169344
1712657490000,38990381056,20002197504
1712657520000,38990381056,19823640576
1712657550000,38990381056,19667599360
1712657580000,38990381056,19740352512
1712657610000,38990381056,19751411712
1712657640000,38990381056,19901853696
1712657670000,38990381056,20370391040
1712657700000,38990381056,19961626624
1712657730000,38990381056,20383006720
1712657760000,38990381056,19556147200
1712657790000,38990381056,20008341504
1712657820000,38990381056,19610193920
1712657850000,38990381056,19190788096
1712657880000,38990381056,19214995456
1712657910000,38990381056,20150280192
1712657940000,38990381056,19802730496
1712657970000,38990381056,19356606464
1712658000000,38990381056,19446304768
1712658030000,38990381056,19780591616
1712658060000,38990381056,19734966272
1712658090000,38990381056,19296387072
1712658120000,38990381056,19275120640
1712658150000,38990381056,19103014912
1712658180000,38990381056,19181981696
1712658210000,38990381056,19106840576
1712658240000,38990381056,19084652544
1712658270000,38990381056,19995373568
1712658300000,38990381056,20180766720
1712658330000,38990381056,20150833152
1712658360000,38990381056,20132900864
1712658390000,38990381056,20457345024
1712658420000,38990381056,20471431168
1712658450000,38990381056,20504256512
1712658480000,38990381056,20553871360
1712658510000,38990381056,20575662080
1712658540000,38990381056,20636053504
1712658570000,38990381056,20534394880
1712658600000,38990381056,19313532928
1712658630000,38990381056,19266727936
1712658660000,38990381056,19417436160
1712658690000,38990381056,19312766976
1712658720000,38990381056,19537637376
1712658750000,38990381056,19692064768
1712658780000,38990381056,20005011456
1712658810000,38990381056,20114939904
1712658840000,38990381056,19859845120
1712658870000,38990381056,19802038272
1712658900000,38990381056,20197216256
1712658930000,38990381056,20347449344
1712658960000,38990381056,20123684864
1712658990000,38990381056,20112187392
1712659020000,38990381056,20564451328
1712659050000,38990381056,20437467136
1712659080000,38990381056,20365324288
1712659110000,38990381056,20568772608
1712659140000,38990381056,20449288192
1712659170000,38990381056,20108550144
1712659200000,38990381056,20116578304
1712659230000,38990381056,19841228800
1712659260000,38990381056,19622518784
1712659290000,38990381056,19519127552
1712659320000,38990381056,19518234624
1712659350000,38990381056,19560841216
1712659380000,38990381056,19640659968
1712659410000,38990381056,19502682112
1712659440000,38990381056,19312603136
1712659470000,38990381056,19478175744
1712659500000,38990381056,19693387776
1712659530000,38990381056,20153143296
1712659560000,38990381056,20428558336
1712659590000,38990381056,20054945792
1712659620000,38990381056,19614294016
1712659650000,38990381056,19507720192
1712659680000,38990381056,19636363264
1712659710000,38990381056,19682459648
1712659740000,38990381056,19729956864
1712659770000,38990381056,19645149184
1712659800000,38990381056,19602305024
1712659830000,38990381056,19563282432
1712659860000,38990381056,20345454592
1712659890000,38990381056,20584275968
1712659920000,38990381056,20386074624
1712659950000,38990381056,20156002304
1712659980000,38990381056,20166078464
1712660010000,38990381056,20178153472
1712660040000,38990381056,20180144128
1712660070000,38990381056,20071284736
1712660100000,38990381056,20030533632
1712660130000,38990381056,20267143168
1712660160000,38990381056,20268859392
1712660190000,38990381056,20258779136
1712660220000,38990381056,20233244672
1712660250000,38990381056,20221194240
1712660280000,38990381056,20181712896
1712660310000,38990381056,20133539840
1712660340000,38990381056,20165844992
1712660370000,38990381056,20182478848
1712660400000,38990381056,20042919936
1712660430000,38990381056,20118786048
1712660460000,38990381056,20191354880
1712660490000,38990381056,20087590912
1712660520000,38990381056,20126969856
1712660550000,38990381056,20140195840
1712660580000,38990381056,20137906176
1712660610000,38990381056,20153393152
1712660640000,38990381056,20244566016
1712660670000,38990381056,20111261696
1712660700000,38990381056,20151107584
1712660730000,38990381056,20162035712
1712660760000,38990381056,19985141760
1712660790000,38990381056,20092989440
1712660820000,38990381056,20106145792
1712660850000,38990381056,20121755648
1712660880000,38990381056,20085825536
1712660910000,38990381056,20113182720
1712660940000,38990381056,19968868352
1712660970000,38990381056,19817398272
1712661000000,38990381056,20300185600
1712661030000,38990381056,20489576448
1712661060000,38990381056,20350066688
1712661090000,38990381056,20104278016
1712661120000,38990381056,20235501568
1712661150000,38990381056,20166361088
1712661180000,38990381056,20222824448
1712661210000,38990381056,20260249600
1712661240000,38990381056,20507058176
1712661270000,38990381056,20868362240
1712661300000,38990381056,20995616768
1712661330000,38990381056,20563357696
1712661360000,38990381056,20628017152
1712661390000,38990381056,21240860672
1712661420000,38990381056,20170399744
1712661450000,38990381056,20522045440
1712661480000,38990381056,20429955072
1712661510000,38990381056,20164702208
1712661540000,38990381056,20158734336
1712661570000,38990381056,20989419520
1712661600000,38990381056,20734025728
1712661630000,38990381056,20296380416
1712661660000,38990381056,20137312256
1712661690000,38990381056,19907608576
1712661720000,38990381056,20071890944
1712661750000,38990381056,20266889216
1712661780000,38990381056,20366995456
1712661810000,38990381056,20488409088
1712661840000,38990381056,20362670080
1712661870000,38990381056,20605845504
1712661900000,38990381056,20745711616
1712661930000,38990381056,20160688128
1712661960000,38990381056,19811409920
1712661990000,38990381056,20056260608
1712662020000,38990381056,20583751680
1712662050000,38990381056,20784181248
1712662080000,38990381056,20214292480
1712662110000,38990381056,20491915264
1712662140000,38990381056,20614389760
1712662170000,38990381056,20684447744
1712662200000,38990381056,20526415872
1712662230000,38990381056,20536037376
1712662260000,38990381056,20396593152
1712662290000,38990381056,20259201024
1712662320000,38990381056,20255469568
1712662350000,38990381056,20291682304
1712662380000,38990381056,20443385856
1712662410000,38990381056,20408360960
1712662440000,38990381056,20343975936
1712662470000,38990381056,20400934912
1712662500000,38990381056,20489744384
1712662530000,38990381056,20682121216
1712662560000,38990381056,20996583424
1712662590000,38990381056,21144547328
1712662620000,38990381056,21182865408
1712662650000,38990381056,21144961024
1712662680000,38990381056,21327200256
1712662710000,38990381056,21226246144
1712662740000,38990381056,21129576448
1712662770000,38990381056,21296218112
1712662800000,38990381056,20892622848
1712662830000,38990381056,20594135040
1712662860000,38990381056,20543111168
1712662890000,38990381056,20636991488
1712662920000,38990381056,20997926912
1712662950000,38990381056,20897648640
1712662980000,38990381056,21202477056
1712663010000,38990381056,20760752128
1712663040000,38990381056,20504551424
1712663070000,38990381056,19995746304
1712663100000,38990381056,20192784384
1712663130000,38990381056,19809345536
1712663160000,38990381056,20347228160
1712663190000,38990381056,20923179008
1712663220000,38990381056,19890954240
1712663250000,38990381056,20014690304
1712663280000,38990381056,20104597504
1712663310000,38990381056,20481220608
1712663340000,38990381056,20637032448
1712663370000,38990381056,20291960832
1712663400000,38990381056,20064116736
1712663430000,38990381056,20041609216
1712663460000,38990381056,20032405504
1712663490000,38990381056,19936604160
1712663520000,38990381056,19856175104
1712663550000,38990381056,20859252736
1712663580000,38990381056,20866822144
1712663610000,38990381056,20764270592
1712663640000,38990381056,20790734848
1712663670000,38990381056,20905873408
1712663700000,38990381056,20763295744
1712663730000,38990381056,20919472128
1712663760000,38990381056,20809498624
1712663790000,38990381056,20802260992
1712663820000,38990381056,20789092352
1712663850000,38990381056,20770488320
1712663880000,38990381056,19689242624
1712663910000,38990381056,19689799680
1712663940000,38990381056,19761434624
1712663970000,38990381056,19810721792
1712664000000,38990381056,19869040640
1712664030000,38990381056,20006305792
1712664060000,38990381056,20499984384
1712664090000,38990381056,20635455488
1712664120000,38990381056,20269043712
1712664150000,38990381056,20307451904
1712664180000,38990381056,20776562688
1712664210000,38990381056,20847808512
1712664240000,38990381056,20631756800
1712664270000,38990381056,20492181504
1712664300000,38990381056,20854923264
1712664330000,38990381056,20962271232
1712664360000,38990381056,20928892928
1712664390000,38990381056,21082439680
1712664420000,38990381056,20934291456
1712664450000,38990381056,20622295040
1712664480000,38990381056,20699082752
1712664510000,38990381056,20472430592
1712664540000,38990381056,20354375680
1712664570000,38990381056,20336246784
1712664600000,38990381056,20353466368
1712664630000,38990381056,20387115008
1712664660000,38990381056,20264046592
1712664690000,38990381056,20155559936
1712664720000,38990381056,19980017664
1712664750000,38990381056,20101517312
1712664780000,38990381056,20335411200
1712664810000,38990381056,21015879680
1712664840000,38990381056,20865359872
1712664870000,38990381056,20397314048
1712664900000,38990381056,20138414080
1712664930000,38990381056,20123668480
1712664960000,38990381056,20136800256
1712664990000,38990381056,20087795712
1712665020000,38990381056,20073422848
1712665050000,38990381056,20092395520
1712665080000,38990381056,19997057024
1712665110000,38990381056,20067778560
1712665140000,38990381056,20841979904
1712665170000,38990381056,20920930304
1712665200000,38990381056,20847702016
1712665230000,38990381056,20860354560
1712665260000,38990381056,20717654016
1712665290000,38990381056,20897980416
1712665320000,38990381056,20781109248
1712665350000,38990381056,20716220416
1712665380000,38990381056,20647845888
1712665410000,38990381056,20566769664
1712665440000,38990381056,20602576896
1712665470000,38990381056,20560273408
1712665500000,38990381056,20544299008
1712665530000,38990381056,20523241472
1712665560000,38990381056,20495921152
1712665590000,38990381056,20366737408
1712665620000,38990381056,20349796352
1712665650000,38990381056,20432711680
1712665680000,38990381056,20407619584
1712665710000,38990381056,20422148096
1712665740000,38990381056,20365594624
1712665770000,38990381056,20375257088
1712665800000,38990381056,20411162624
1712665830000,38990381056,20421648384
1712665860000,38990381056,20320100352
1712665890000,38990381056,20403355648
1712665920000,38990381056,20395089920
1712665950000,38990381056,20329447424
1712665980000,38990381056,20375912448
1712666010000,38990381056,20349284352
1712666040000,38990381056,20360966144
1712666070000,38990381056,20429660160
1712666100000,38990381056,20359569408
1712666130000,38990381056,20409860096
1712666160000,38990381056,20405489664
1712666190000,38990381056,20458524672
1712666220000,38990381056,20459130880
1712666250000,38990381056,20357812224
1712666280000,38990381056,20338089984
1712666310000,38990381056,20403945472
1712666340000,38990381056,20425646080
1712666370000,38990381056,20316860416
1712666400000,38990381056,20281073664
1712666430000,38990381056,20171321344
1712666460000,38990381056,20094402560
1712666490000,38990381056,20002254848
1712666520000,38990381056,20077731840
1712666550000,38990381056,20384026624
1712666580000,38990381056,20485185536
1712666610000,38990381056,20504375296
1712666640000,38990381056,20603232256
1712666670000,38990381056,20595273728
1712666700000,38990381056,20471627776
1712666730000,38990381056,20395462656
1712666760000,38990381056,20208795648
1712666790000,38990381056,20618493952
1712666820000,38990381056,20483411968
1712666850000,38990381056,20508217344
1712666880000,38990381056,20444389376
1712666910000,38990381056,20490539008
1712666940000,38990381056,20463431680
1712666970000,38990381056,20378963968
1712667000000,38990381056,20403212288
1712667030000,38990381056,20422639616
1712667060000,38990381056,20366032896
1712667090000,38990381056,20576702464
1712667120000,38990381056,20746108928
1712667150000,38990381056,20654321664
1712667180000,38990381056,20505227264
1712667210000,38990381056,20411965440
1712667240000,38990381056,20396785664
1712667270000,38990381056,20381085696
1712667300000,38990381056,20387753984
1712667330000,38990381056,20355559424
1712667360000,38990381056,20348157952
1712667390000,38990381056,20342603776
1712667420000,38990381056,20404981760
1712667450000,38990381056,20450172928
1712667480000,38990381056,20542500864
1712667510000,38990381056,20446420992
1712667540000,38990381056,20398129152
1712667570000,38990381056,20418588672
1712667600000,38990381056,20517249024
1712667630000,38990381056,20578164736
1712667660000,38990381056,20454039552
1712667690000,38990381056,20273332224
1712667720000,38990381056,20328345600
1712667750000,38990381056,20381974528
1712667780000,38990381056,20452552704
1712667810000,38990381056,20641153024
1712667840000,38990381056,20640395264
1712667870000,38990381056,20665585664
1712667900000,38990381056,20761284608
1712667930000,38990381056,20745728000
1712667960000,38990381056,20742414336
1712667990000,38990381056,20632588288
1712668020000,38990381056,20694368256
1712668050000,38990381056,20602134528
1712668080000,38990381056,20663582720
1712668110000,38990381056,20518195200
1712668140000,38990381056,20599123968
1712668170000,38990381056,20659879936
1712668200000,38990381056,20881739776
1712668230000,38990381056,21034315776
1712668260000,38990381056,21085495296
1712668290000,38990381056,21114572800
1712668320000,38990381056,21080276992
1712668350000,38990381056,20959555584
1712668380000,38990381056,20870115328
1712668410000,38990381056,20398206976
1712668440000,38990381056,20286070784
1712668470000,38990381056,20288647168
1712668500000,38990381056,20342169600
1712668530000,38990381056,20424208384
1712668560000,38990381056,20538744832
1712668590000,38990381056,20637736960
1712668620000,38990381056,20590391296
1712668650000,38990381056,20571209728
1712668680000,38990381056,20503445504
1712668710000,38990381056,20522934272
1712668740000,38990381056,20483575808
1712668770000,38990381056,21558923264
1712668800000,38990381056,21554077696
1712668830000,38990381056,21551415296
1712668860000,38990381056,21539475456
1712668890000,38990381056,21479182336
1712668920000,38990381056,21439373312
1712668950000,38990381056,21466669056
1712668980000,38990381056,21455962112
1712669010000,38990381056,21446213632
1712669040000,38990381056,21570215936
1712669070000,38990381056,21465317376
1712669100000,38990381056,20103028736
1712669130000,38990381056,20187246592
1712669160000,38990381056,20209766400
1712669190000,38990381056,20164227072
1712669220000,38990381056,20174827520
1712669250000,38990381056,20246970368
1712669280000,38990381056,20471799808
1712669310000,38990381056,20477460480
1712669340000,38990381056,20377063424
1712669370000,38990381056,20354002944
1712669400000,38990381056,20473479168
1712669430000,38990381056,20593594368
1712669460000,38990381056,20525412352
1712669490000,38990381056,20598067200
1712669520000,38990381056,20750323712
1712669550000,38990381056,20929691648
1712669580000,38990381056,20985073664
1712669610000,38990381056,20343463936
1712669640000,38990381056,20577615872
1712669670000,38990381056,20870901760
1712669700000,38990381056,20623642624
1712669730000,38990381056,20460101632
1712669760000,38990381056,20397809664
1712669790000,38990381056,20397494272
1712669820000,38990381056,20218523648
1712669850000,38990381056,20215554048
1712669880000,38990381056,20078006272
1712669910000,38990381056,20071555072
1712669940000,38990381056,20106878976
1712669970000,38990381056,20043370496
1712670000000,38990381056,19930202112
1712670030000,38990381056,19958001664
1712670060000,38990381056,20041420800
1712670090000,38990381056,20171694080
1712670120000,38990381056,20592918528
1712670150000,38990381056,20601090048
1712670180000,38990381056,20227870720
1712670210000,38990381056,20123308032
1712670240000,38990381056,20127047680
1712670270000,38990381056,20061614080
1712670300000,38990381056,20028600320
1712670330000,38990381056,20117897216
1712670360000,38990381056,19957248000
1712670390000,38990381056,20004388864
1712670420000,38990381056,20070371328
1712670450000,38990381056,20422934528
1712670480000,38990381056,20223401984
1712670510000,38990381056,20307963904
1712670540000,38990381056,20377186304
1712670570000,38990381056,20453552128
1712670600000,38990381056,20486459392
1712670630000,38990381056,20509540352
1712670660000,38990381056,20448481280
1712670690000,38990381056,20389048320
1712670720000,38990381056,20367392768
1712670750000,38990381056,20349886464
1712670780000,38990381056,20382978048
1712670810000,38990381056,20381564928
1712670840000,38990381056,20270518272
1712670870000,38990381056,20263952384
1712670900000,38990381056,20193435648
1712670930000,38990381056,20216770560
1712670960000,38990381056,20198588416
1712670990000,38990381056,20216381440
1712671020000,38990381056,20207771648
1712671050000,38990381056,20190101504
1712671080000,38990381056,20264157184
1712671110000,38990381056,20237168640
1712671140000,38990381056,20149559296
1712671170000,38990381056,20171264000
1712671200000,38990381056,20305047552
1712671230000,38990381056,20376547328
1712671260000,38990381056,20351045632
1712671290000,38990381056,20391710720
1712671320000,38990381056,20338372608
1712671350000,38990381056,20361019392
1712671380000,38990381056,20340465664
1712671410000,38990381056,20320321536
1712671440000,38990381056,20359528448
1712671470000,38990381056,20369600512
1712671500000,38990381056,20412293120
1712671530000,38990381056,20261810176
1712671560000,38990381056,20172148736
1712671590000,38990381056,20442398720
1712671620000,38990381056,20517457920
1712671650000,38990381056,20409434112
1712671680000,38990381056,20227231744
1712671710000,38990381056,19973185536
1712671740000,38990381056,19966652416
1712671770000,38990381056,20041240576
1712671800000,38990381056,19965018112
1712671830000,38990381056,20247863296
1712671860000,38990381056,20309164032
1712671890000,38990381056,20643581952
1712671920000,38990381056,20778295296
1712671950000,38990381056,20620595200
1712671980000,38990381056,20606398464
1712672010000,38990381056,20507029504
1712672040000,38990381056,20411543552
1712672070000,38990381056,20811698176
1712672100000,38990381056,21036859392
1712672130000,38990381056,20876619776
1712672160000,38990381056,20826873856
1712672190000,38990381056,20682993664
1712672220000,38990381056,20549758976
1712672250000,38990381056,20603805696
1712672280000,38990381056,20546342912
1712672310000,38990381056,20567207936
1712672340000,38990381056,20581150720
1712672370000,38990381056,20771655680
1712672400000,38990381056,20922654720
1712672430000,38990381056,20947853312
1712672460000,38990381056,20521041920
1712672490000,38990381056,20334166016
1712672520000,38990381056,20526723072
1712672550000,38990381056,20626894848
1712672580000,38990381056,20608798720
1712672610000,38990381056,20712943616
1712672640000,38990381056,20697309184
1712672670000,38990381056,20741410816
1712672700000,38990381056,20843094016
1712672730000,38990381056,20828942336
1712672760000,38990381056,20900831232
1712672790000,38990381056,20911149056
1712672820000,38990381056,20859805696
1712672850000,38990381056,20796633088
1712672880000,38990381056,20755005440
1712672910000,38990381056,20843286528
1712672940000,38990381056,20674617344
1712672970000,38990381056,20437970944
1712673000000,38990381056,20296687616
1712673030000,38990381056,20395048960
1712673060000,38990381056,20626898944
1712673090000,38990381056,20656848896
1712673120000,38990381056,20807348224
1712673150000,38990381056,20814565376
1712673180000,38990381056,21013041152
1712673210000,38990381056,20973113344
1712673240000,38990381056,20894941184
1712673270000,38990381056,20892397568
1712673300000,38990381056,21079576576
1712673330000,38990381056,20953882624
1712673360000,38990381056,20944424960
1712673390000,38990381056,20937072640
1712673420000,38990381056,20937740288
1712673450000,38990381056,21247569920
1712673480000,38990381056,20872110080
1712673510000,38990381056,21054857216
1712673540000,38990381056,21072580608
1712673570000,38990381056,21128192000
1712673600000,38990381056,20924817408
1712673630000,38990381056,20796444672
1712673660000,38990381056,20691283968
1712673690000,38990381056,20534689792
