* Environment:                2k
* Environment Version:        16.2.3 `6a407717a9c`
* Option:                     60s_32_0rps
* Date:                       2024-04-09
* Run Time:                   1h 11m 53.82s (Start: 09:41:46 UTC, End: 10:53:39 UTC)
* GPT Version:                v2.13.0

❯ Overall Results Score: 95.53%

NAME                                                     | RPS  | RPS RESULT         | TTFB AVG  | TTFB P90             | REQ STATUS     | RESULT  
web_project_merge_request_commits                        | 4/s  | 3.57/s (>1.54/s)   | 914.06ms  | 937.59ms (<1950ms)   | 100.00% (>99%) | Passed¹ 
web_project_merge_requests                               | 4/s  | 3.91/s (>2.56/s)   | 395.73ms  | 426.08ms (<900ms)    | 100.00% (>99%) | Passed¹ 
web_project_merge_requests_search                        | 4/s  | 3.9/s (>2.56/s)    | 408.72ms  | 449.26ms (<700ms)    | 100.00% (>99%) | Passed¹ 
web_project_pipelines                                    | 4/s  | 3.95/s (>2.05/s)   | 341.99ms  | 436.33ms (<600ms)    | 100.00% (>99%) | Passed¹ 
web_project_pipelines_pipeline                           | 4/s  | 3.94/s (>2.56/s)   | 417.43ms  | 950.58ms (<2500ms)   | 100.00% (>99%) | Passed¹ 
web_project_repository_compare                           | 4/s  | 1.19/s (>0.13/s)   | 3132.14ms | 3317.78ms (<7500ms)  | 100.00% (>99%) | Passed¹ 
web_project_tags                                         | 4/s  | 3.73/s (>2.05/s)   | 728.49ms  | 764.37ms (<1500ms)   | 100.00% (>99%) | Passed¹ 
web_user                                                 | 4/s  | 3.97/s (>1.54/s)   | 292.52ms  | 385.57ms (<4000ms)   | 100.00% (>99%) | Passed  

¹ Result covers endpoint(s) that have known issue(s). Threshold(s) have been adjusted to compensate.
² Failure may not be clear from summary alone. Refer to the individual test's full output for further debugging.
